Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2021-01-04,LLY,BUY,48,162.62896972656247,7806.190546874999,P1,110000.0,,,,,,
2021-01-04,AVGO,BUY,195,39.98014856338501,7796.128969860077,P1,110000.0,,,,,,
2021-01-04,ORCL,BUY,127,61.08294036865234,7757.533426818847,P1,110000.0,,,,,,
2021-01-04,NFLX,BUY,142,54.884096889495844,7793.54175830841,P1,110000.0,,,,,,
2021-01-04,ANET,BUY,423,18.433034839630125,7797.173737163543,P1,110000.0,,,,,,
2021-01-04,MU,BUY,104,74.45319885253906,7743.132680664063,P1,110000.0,,,,,,
2021-01-04,SMCI,BUY,2432,3.2134898877143856,7815.207406921386,P1,110000.0,,,,,,
2021-08-16,MU,SELL,104,68.50446968078613,7124.464846801758,N2,127236.5428314209,2021-01-04,74.45319885253906,P1,224.0,-618.6678338623051,-7.989890647324503
2021-08-16,MPC,BUY,158,53.79266136169433,8499.240495147704,P1,120040.11369323732,,,,,,
2022-01-17,NFLX,SELL,142,52.04331024169922,7390.150054321289,N2,137175.08654205324,2021-01-04,54.884096889495844,P1,378.0,-403.3917039871212,-5.1759741141706215
2022-01-17,DVN,BUY,219,41.9167540359497,9179.769133872984,P1,129710.28850738527,,,,,,
2022-01-24,ORCL,SELL,127,77.17572372436523,9801.316912994384,N2,133894.71866222384,2021-01-04,61.08294036865234,P1,385.0,2043.7834861755364,26.34579026253241
2022-01-24,WMB,BUY,362,24.308882942199705,8799.815625076293,P1,123994.3985480881,,,,,,
2022-04-11,SMCI,SELL,2432,3.495689899921417,8501.517836608886,N2,143945.22157680514,2021-01-04,3.2134898877143856,P1,462.0,686.3104296874999,8.781730208205127
2022-04-11,CAH,BUY,165,58.18680011749267,9600.82201938629,P1,135357.82982265475,,,,,,
2022-05-16,ANET,SELL,423,26.89087537765503,11374.840284748077,N2,144972.78413270952,2021-01-04,18.433034839630125,P1,497.0,3577.666547584535,45.884145565878065
2022-05-16,SMCI,BUY,1784,5.31352513551712,9479.32884176254,P1,133483.04647134783,,,,,,
2022-06-20,AVGO,SELL,195,46.03830825805664,8977.470110321045,N2,133876.91222339633,2021-01-04,39.98014856338501,P1,532.0,1181.3411404609678,15.152919417162622
2022-06-20,MCK,BUY,29,299.767649230957,8693.261827697752,P1,124808.7605968094,,,,,,
