Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2021-01-04,TSLA,BUY,46,238.7516775512695,10982.577167358397,P1,110000.0,,,,,,
2021-01-04,FANG,BUY,280,39.771591587066645,11136.04564437866,P1,110000.0,,,,,,
2021-01-04,TPR,BUY,400,27.864414653778073,11145.765861511229,P1,110000.0,,,,,,
2021-01-04,TRGP,BUY,460,24.236212854385375,11148.657913017272,P1,109999.99999999999,,,,,,
2021-01-04,OXY,BUY,674,16.556039476394652,11158.770607089995,P1,110000.0,,,,,,
2021-01-04,DRI,BUY,108,102.48802047729491,11068.706211547851,P1,109999.99999999999,,,,,,
2021-01-04,MGM,BUY,349,31.962694368362424,11154.980334558486,P1,109999.99999999997,,,,,,
2021-01-04,HAL,BUY,636,17.530955448150632,11149.687665023801,P1,109999.99999999999,,,,,,
2021-01-04,WYNN,BUY,100,111.31452156066894,11131.452156066895,P1,109999.99999999999,,,,,,
2021-01-04,DVN,BUY,801,12.383872923851012,9919.482212004661,P1,109999.99999999999,,,,,,
2021-07-19,WYNN,SELL,100,100.74953979492187,10074.953979492188,N2,150144.1998366499,2021-01-04,111.31452156066894,P1,196.0,-1056.498176574707,-9.491108273765445
2021-07-19,WELL,BUY,124,81.03544349670409,10048.394993591308,P1,139967.47864524362,,,,,,
2021-08-23,HAL,SELL,636,16.540338592529295,10519.655344848632,N2,145181.54741668224,2021-01-04,17.530955448150632,P1,231.0,-630.0323201751689,-5.6506723695190075
2021-08-23,OXY,SELL,674,20.490746154785157,13810.762908325196,N2,148366.39583526133,2021-01-04,16.556039476394652,P1,231.0,2651.992301235201,23.765989951887654
2021-08-23,SPG,BUY,133,102.41620414733886,13621.355151596068,P1,134416.1302712965,,,,,,
2021-08-30,CCL,BUY,434,24.71525038719177,10726.418668041228,P1,145388.40246573926,,,,,,
2021-09-06,CCL,SELL,434,22.73039909362793,9864.993206634523,N2,152728.76198319913,2021-08-30,24.71525038719177,P1,7.0,-861.4254614067049,-8.030876735897644
2021-09-06,MPC,BUY,184,53.49656419754028,9843.367812347411,P1,142764.122380538,,,,,,
2021-10-04,TPR,SELL,400,33.452716484069825,13381.08659362793,N2,170743.4992943716,2021-01-04,27.864414653778073,P1,273.0,2235.320732116701,20.055335451068043
2021-10-04,EOG,BUY,194,68.93238624572753,13372.88293167114,P1,157227.25020989895,,,,,,
2022-01-24,DRI,SELL,108,116.67201210021973,12600.57730682373,N2,188744.2235157156,2021-01-04,102.48802047729491,P1,385.0,1531.8710952758793,13.839658095520651
2022-01-24,SLB,BUY,374,33.73103984832763,12615.408903274534,P1,176016.36765023708,,,,,,
2022-03-14,SPG,SELL,133,104.41546737670899,13887.257161102296,N2,209680.56049729825,2021-08-23,102.41620414733886,P1,203.0,265.90200950622784,1.9520965905882797
2022-03-14,TSLA,SELL,46,262.46550201416017,12073.413092651368,N2,207726.4411039877,2021-01-04,238.7516775512695,P1,434.0,1090.8359252929713,9.932422132530725
2022-03-14,MGM,SELL,349,39.69871524810791,13854.85162158966,N2,209385.92596532346,2021-01-04,31.962694368362424,P1,434.0,2699.871287031174,24.203281458658303
2022-03-14,OXY,BUY,356,55.6363098335266,19806.52630073547,P1,195391.12634755613,,,,,,
2022-03-14,VTR,BUY,383,51.71143201828002,19805.478463001247,P1,195391.12634755613,,,,,,
2022-03-14,HAL,BUY,6,35.10884628295898,210.65307769775387,P1,195391.12634755616,,,,,,
2022-06-20,WELL,SELL,124,70.41984535217286,8732.060823669433,N2,193418.32816936017,2021-07-19,81.03544349670409,P1,336.0,-1316.3341699218745,-13.099944526080131
2022-06-20,VTR,SELL,383,42.534390907287595,16290.671717491148,N2,200888.73642859937,2022-03-14,51.71143201828002,P1,98.0,-3514.806745510099,-17.746638901332954
2022-06-20,VLO,BUY,182,102.45382369995116,18646.59591339111,P1,184433.51247153757,,,,,,
2022-07-11,SLB,SELL,374,31.264509601593016,11692.926590995789,N2,189912.19870181562,2022-01-24,33.73103984832763,P1,168.0,-922.4823122787457,-7.312345714289931
