Ticker,Total_Trades,CAGR_%,Total_Return_%,Win_Rate_%,Avg_Win_%,Avg_Loss_%,Max_Win_%,Std_Dev_%,Qualified,Qualification_Reason,Reason
KDP,4,-3.8226548649597403,-17.76846444664001,25.0,10.798761361310191,-9.252033637464288,10.798761361310191,11.914087151461068,False,Does not meet criteria,
DPZ,6,-3.825935256513102,-17.78254107666007,33.33333333333333,13.84451317963196,-10.835603190272321,18.425175768416196,13.17362273455198,False,Does not meet criteria,
INVH,5,-3.8337924177306304,-17.816249435138634,20.0,27.814703657827216,-10.402854750347569,27.814703657827216,17.375528501666924,False,Does not meet criteria,
MOS,6,-3.902687024733964,-18.11134358510968,16.666666666666664,94.13410588840885,-15.589764817367001,94.13410588840885,45.29519847998365,True,"Std Dev 45.3% ≥30%, Avg Win 94.1% ≥40%",
MCD,5,-3.9554203691588463,-18.336640918731646,20.0,1.6974512741074816,-8.47410553976388,1.6974512741074816,5.237959601432996,False,Does not meet criteria,
DGX,7,-3.982367989669533,-18.451579833221395,14.285714285714285,3.705950918275506,-8.54448423441166,3.705950918275506,4.964013596707325,False,Does not meet criteria,
BG,6,-4.04008790637217,-18.69733506259906,16.666666666666664,36.022699464839874,-11.008890595423388,36.022699464839874,19.57813689368553,False,Does not meet criteria,
ROL,5,-4.044119268112101,-18.714477288246133,0.0,0.0,-11.993941045716323,-2.533317252449884,6.096048658463837,False,Does not meet criteria,
CRL,6,-4.141752288018752,-19.128751095580945,16.666666666666664,28.305621376211636,-12.206085907481247,28.305621376211636,17.726154209182994,False,Does not meet criteria,
TAP,5,-4.236636063125998,-19.529737725639315,40.0,6.55449851009814,-10.794761861664064,9.960249459939737,10.212683698495939,False,Does not meet criteria,
NSC,6,-4.277096191031471,-19.700240596008253,33.33333333333333,1.0179827399378447,-9.561587523442219,1.7908971127051647,5.782699717019316,False,Does not meet criteria,
HAL,6,-4.285564531728603,-19.73589035959241,16.666666666666664,22.995716166607924,-9.929569437699286,22.995716166607924,13.860552130522862,False,Does not meet criteria,
J,6,-4.29511889455243,-19.776096809005693,33.33333333333333,16.312764057400447,-12.060540275284648,17.346922522478934,15.603320630184573,False,Does not meet criteria,
EFX,7,-4.30219265170062,-19.805854039001424,28.57142857142857,16.82103197793636,-10.088854147355377,18.744957177748013,13.37268538247282,False,Does not meet criteria,
DG,5,-4.434524335613654,-20.36090750503534,0.0,0.0,-11.618887426171474,-1.0942967854924395,9.035130517050149,False,Does not meet criteria,
DE,7,-4.434770646329844,-20.3619377571105,28.57142857142857,14.994175948459615,-9.845449687583486,15.135580924967204,12.233166275840174,False,Does not meet criteria,
TDY,5,-4.460658623064506,-20.470160771179163,20.0,2.030840791838964,-10.50877309047124,2.030840791838964,5.658226610031158,False,Does not meet criteria,
KEYS,5,-4.4631562777666005,-20.48059582290645,20.0,18.581710993618362,-13.926087883122456,18.581710993618362,15.225554457889524,False,Does not meet criteria,
JKHY,5,-4.466926187590959,-20.496344203948937,20.0,4.436390437771945,-8.246588691818094,4.436390437771945,7.418079750685731,False,Does not meet criteria,
LKQ,5,-4.507431156214481,-20.6653917103767,40.0,18.389440585542555,-16.47501062894522,36.68623267935934,23.427873788910087,False,Does not meet criteria,
AON,6,-4.603418345098076,-21.06484523544305,33.33333333333333,8.932581454103087,-9.560737752256657,15.866076297059328,11.473831860672595,False,Does not meet criteria,
JBHT,6,-4.6331631645384785,-21.188301753234782,16.666666666666664,24.743259375850695,-11.892753976164055,24.743259375850695,15.16663745579314,False,Does not meet criteria,
APTV,4,-4.685806181460284,-21.40641873092648,25.0,4.948233757259587,-12.21189347910802,4.948233757259587,9.733669745086674,False,Does not meet criteria,
PSA,7,-4.838596241474724,-22.03674109191892,28.57142857142857,19.738377564915044,-11.054767524891442,38.98180639311988,18.85726129638352,False,Does not meet criteria,
BIO,3,-4.864108499318586,-22.141594178771964,33.33333333333333,10.959272129077805,-18.45795696162153,10.959272129077805,17.262943432022702,False,Does not meet criteria,
DD,6,-5.091856547261786,-23.072624059486337,16.666666666666664,0.6660179721220041,-9.550077977424635,0.6660179721220041,6.085941334851168,False,Does not meet criteria,
INTC,6,-5.11060728180921,-23.148877678489644,16.666666666666664,8.043302470241102,-13.23821613759389,8.043302470241102,9.481843978820551,False,Does not meet criteria,
BEN,7,-5.2079319106573045,-23.543696006584078,14.285714285714285,22.840637419642132,-10.595638810576364,22.840637419642132,12.879811330892338,False,Does not meet criteria,
CCL,8,-5.2812937598485155,-23.840229177856408,25.0,14.762006286586896,-12.27986139193945,17.458133039803357,14.07254710930964,False,Does not meet criteria,
HOLX,4,-5.364834171106758,-24.176782498550374,0.0,0.0,-8.413449871282227,-5.159811024003068,2.9058739649567964,False,Does not meet criteria,
MSCI,6,-5.390296500599245,-24.279123611450178,16.666666666666664,15.834761988538967,-8.144856475703254,15.834761988538967,10.516149465194552,False,Does not meet criteria,
ZTS,5,-5.398850473839312,-24.313479888153015,20.0,18.846329419970658,-10.646088976723338,18.846329419970658,13.97581127535709,False,Does not meet criteria,
TMO,7,-5.678168014626661,-25.428494618225038,14.285714285714285,11.167727209181562,-8.974818418284526,11.167727209181562,7.851469107219298,False,Does not meet criteria,
CZR,5,-5.772772591000619,-25.803152274894682,20.0,19.770695604298023,-11.246893998364492,19.770695604298023,14.058546262191031,False,Does not meet criteria,
EMN,6,-5.86085908663706,-26.150640147781353,33.33333333333333,8.29724788113989,-10.84998597586973,14.53739645615312,10.857054929691948,False,Does not meet criteria,
BA,6,-5.8780874702041075,-26.218450886535592,16.666666666666664,8.648541408958717,-8.191720082146077,8.648541408958717,8.174106673340173,False,Does not meet criteria,
IQV,7,-5.945333095733463,-26.482652021789455,14.285714285714285,24.26611187671204,-10.127182658061207,24.26611187671204,13.52804845487819,False,Does not meet criteria,
PPG,5,-6.013305501092814,-26.74893815231317,20.0,0.29508914638552447,-7.541150445153874,0.29508914638552447,5.06751083736109,False,Does not meet criteria,
EIX,5,-6.015162545882946,-26.756202386665272,20.0,0.4421579329162548,-8.084412165927828,0.4421579329162548,8.505681305460692,False,Does not meet criteria,
MGM,5,-6.062849856208519,-26.94254415645596,20.0,24.20328145865831,-13.258961624773429,24.20328145865831,18.091160266597708,False,Does not meet criteria,
BBWI,7,-6.126613531904679,-27.191112173461846,14.285714285714285,82.35109243505389,-14.043779625446588,82.35109243505389,36.805602341230234,True,"Std Dev 36.8% ≥30%, Avg Win 82.4% ≥40%",
SRE,7,-6.13593687629348,-27.227400264358458,14.285714285714285,6.6496551715504655,-7.57045138025735,6.6496551715504655,6.07898716853061,False,Does not meet criteria,
CHTR,3,-6.185174694104378,-27.418802355956995,0.0,0.0,-10.289390755912725,-3.1188409373986326,7.355647877711168,False,Does not meet criteria,
IEX,5,-6.20969111777625,-27.513954561614945,20.0,4.735649001307272,-8.758174776943124,4.735649001307272,7.7248516031396495,False,Does not meet criteria,
EQIX,6,-6.318276627211217,-27.93419228820793,16.666666666666664,11.251593358911538,-8.51584772984883,11.251593358911538,9.346969996088566,False,Does not meet criteria,
BXP,5,-6.395169232980901,-28.23059336547849,40.0,8.258477524383053,-13.667138468800749,8.467979432687061,12.014524251926627,False,Does not meet criteria,
UNH,6,-6.42829801829995,-28.357994964599587,16.666666666666664,39.97311934524803,-12.238385315263205,39.97311934524803,22.780862995216143,False,Does not meet criteria,
DHR,7,-6.434743029046819,-28.382759141540465,28.57142857142857,11.026896150638716,-11.233144820186684,20.08846494753307,12.115756264892612,False,Does not meet criteria,
KMX,5,-6.499040222420971,-28.629438264083785,20.0,15.668694947176142,-11.328410108896328,15.668694947176142,12.568560436212667,False,Does not meet criteria,
MKC,4,-6.589194834977152,-28.974174260330166,0.0,0.0,-8.213616553447535,-5.177535243646976,2.523674694209062,False,Does not meet criteria,
HON,5,-6.618970081766218,-29.087736385345437,20.0,0.037710819100484815,-8.21500343580047,0.037710819100484815,5.374455950051432,False,Does not meet criteria,
ADBE,6,-6.627794517022845,-29.12136463775627,33.33333333333333,15.579959908773118,-14.623185114405864,28.10178311326414,17.63694400025441,False,Does not meet criteria,
FCX,8,-6.670578694155438,-29.28422603912344,25.0,12.194921577593659,-12.308400963246648,21.376969661883635,13.780773960197704,False,Does not meet criteria,
BBY,5,-6.858472941026528,-29.995916748809798,20.0,10.589077315788282,-9.225251170867304,10.589077315788282,9.62892842395091,False,Does not meet criteria,
TGT,5,-6.877047686073445,-30.06595995101925,20.0,23.79000351497978,-13.226333353671647,23.79000351497978,18.54247278445527,False,Does not meet criteria,
STZ,5,-6.913485077511272,-30.20319809188839,0.0,0.0,-6.88893152798622,-1.6682757855361743,5.1663753852705945,False,Does not meet criteria,
EXPE,8,-7.021512024988763,-30.608804846572813,25.0,0.9443466334783959,-13.869644128696606,1.507677191108171,10.702575483312835,False,Does not meet criteria,
UPS,5,-7.146158958148097,-31.0744666587829,20.0,13.810439017611703,-12.87435356552292,13.810439017611703,12.428183860670442,False,Does not meet criteria,
PYPL,5,-7.283908734661171,-31.58616448822019,40.0,4.74850620931619,-14.537016128559799,9.377961593121933,11.123849243101672,False,Does not meet criteria,
UNP,5,-7.288773539306604,-31.604179958343437,0.0,0.0,-7.034822889953091,-0.2500422229366176,5.178897213141692,False,Does not meet criteria,
VZ,5,-7.332913749558956,-31.767467582130394,20.0,11.141588311315067,-11.387674171370254,11.141588311315067,11.2791335212709,False,Does not meet criteria,
KVUE,4,-7.346305986708979,-31.81694763393395,25.0,0.5305653189050291,-12.14558001842214,0.5305653189050291,6.420606624372828,False,Does not meet criteria,
DOW,6,-7.349411809075146,-31.828418553161548,16.666666666666664,3.078328724202585,-7.899285836138461,3.078328724202585,5.6582519861583735,False,Does not meet criteria,
NDSN,6,-7.438481788388318,-32.156728974914486,16.666666666666664,5.92917276470961,-9.90049538428529,5.92917276470961,7.139007630374065,False,Does not meet criteria,
