Date,Cash,Positions_Value,Portfolio_Value,Return_%,Position_Count
2021-01-04,3.87422744273681,109996.12577255725,109999.99999999999,-1.3229013843969865e-14,10
2021-01-11,3.87422744273681,119208.27614593506,119212.1503733778,8.374682157616176,10
2021-01-18,3.87422744273681,120688.08795642853,120691.96218387126,9.719965621701148,10
2021-01-25,3.87422744273681,119966.66319942474,119970.53742686748,9.06412493351589,10
2021-02-01,3.87422744273681,111158.00624847412,111161.88047591686,1.056254978106233,10
2021-02-08,3.87422744273681,125437.29760932922,125441.17183677196,14.037428942519961,10
2021-02-15,3.87422744273681,130544.00606155396,130547.88028899669,18.67989117181517,10
2021-02-22,3.87422744273681,131093.86010932922,131097.73433677197,19.17975848797452,10
2021-03-01,3.87422744273681,135373.9442138672,135377.81844130994,23.070744037554487,10
2021-03-08,3.87422744273681,146229.50621795654,146233.3804453993,32.93943676854481,10
2021-03-15,3.87422744273681,148516.79491996765,148520.6691474104,35.01879013400945,10
2021-03-22,3.87422744273681,141387.98810386658,141391.86233130933,28.538056664826662,10
2021-03-29,3.87422744273681,138858.65892410278,138862.53315154553,26.238666501405028,10
2021-04-05,3.87422744273681,140986.14022636414,140990.01445380689,28.17274041255171,10
2021-04-12,3.87422744273681,138523.82594108582,138527.70016852856,25.934272880480513,10
2021-04-19,3.87422744273681,140581.86217308044,140585.7364005232,27.80521490956654,10
2021-04-26,3.87422744273681,139125.32777023315,139129.2019976759,26.48109272515991,10
2021-05-03,3.87422744273681,143325.67266845703,143329.54689589978,30.29958808718162,10
2021-05-10,3.87422744273681,149410.83399009705,149414.7082175398,35.83155292503618,10
2021-05-17,3.87422744273681,144486.47730445862,144490.35153190137,31.354865029001246,10
2021-05-24,3.87422744273681,141837.44633483887,141841.32056228162,28.94665505661965,10
2021-05-31,3.87422744273681,147268.46673583984,147272.3409632826,33.883946330256904,10
2021-06-07,3.87422744273681,155857.9239730835,155861.79820052625,41.69254381866022,10
2021-06-14,3.87422744273681,155521.6690006256,155525.54322806836,41.38685748006215,10
2021-06-21,3.87422744273681,148287.33779716492,148291.21202460767,34.810192749643335,10
2021-06-28,3.87422744273681,161127.30683517456,161131.1810626173,46.482891875106645,10
2021-07-05,3.87422744273681,160393.28916168213,160397.16338912488,45.815603081022616,10
2021-07-12,3.87422744273681,154064.52318000793,154068.39740745068,40.062179461318806,10
2021-07-19,30.433213343616444,139937.0454319,139967.47864524362,27.24316240476693,10
2021-07-26,30.433213343616444,141281.74796676636,141312.18118010997,28.465619254645425,10
2021-08-02,30.433213343616444,142114.58761405945,142145.02082740306,29.222746206730054,10
2021-08-09,30.433213343616444,144921.97269630432,144952.40590964793,31.7749144633163,10
2021-08-16,30.433213343616444,145156.88955116272,145187.32276450633,31.9884752404603,10
2021-08-23,10739.496314921376,123676.63395637512,134416.1302712965,22.196482064815008,9
2021-08-30,13.077646880148677,145375.3248188591,145388.40246573926,32.17127496885387,10
2021-09-06,34.70304116726038,142729.41933937074,142764.122380538,29.78556580048909,10
2021-09-13,34.70304116726038,140496.5302696228,140531.23331079006,27.755666646172784,10
2021-09-20,34.70304116726038,144735.58897018433,144770.2920113516,31.60935637395599,10
2021-09-27,34.70304116726038,151593.55366134644,151628.2567025137,37.8438697295579,10
2021-10-04,42.90670312405018,157184.3435067749,157227.25020989895,42.933863827180865,10
2021-10-11,42.90670312405018,163355.97408294678,163398.88078607083,48.54443707824621,10
2021-10-18,42.90670312405018,167209.2908592224,167252.19756234647,52.04745232940587,10
2021-10-25,42.90670312405018,169251.16701889038,169294.07372201444,53.90370338364949,10
2021-11-01,42.90670312405018,170520.92460632324,170563.8313094473,55.058028463133915,10
2021-11-08,42.90670312405018,182276.28311157227,182319.18981469632,65.7447180133603,10
2021-11-15,42.90670312405018,174149.60388565063,174192.5105887747,58.356827807977,10
2021-11-22,42.90670312405018,169278.83783340454,169321.7445365286,53.928858669571454,10
2021-11-29,42.90670312405018,169850.1417274475,169893.04843057157,54.44822584597415,10
2021-12-06,42.90670312405018,164573.41691589355,164616.3236190176,49.651203290016014,10
2021-12-13,42.90670312405018,170819.01327514648,170861.91997827054,55.32901816206412,10
