ticker,entry_date,exit_date,entry_price,exit_price,return_pct,hold_weeks,exit_reason
GFS,2025-07-11,2025-08-08,41.23,32.28,-21.707494542808625,4.0,20% Trailing Stop (Peak: $41.23)
GILD,2021-02-12,2022-02-11,55.23,53.18,-3.7117508600398286,52.0,Transition to N2 (Blue) + Price < D200
GILD,2022-08-26,2023-08-25,56.11,70.01,24.772767777579766,52.0,Transition to N2 (Blue) + Price < D200
GILD,2023-11-03,2024-02-23,75.23,68.02,-9.58394257609997,16.0,Transition to N2 (Blue) + Price < D200
GOOG,2021-01-01,2022-04-22,86.94,124.01,42.638601334253515,68.0,Transition to N2 (Blue) + Price < D200
GOOG,2023-03-24,2025-03-21,105.47,164.6,56.06333554565279,104.0,Transition to N2 (Blue) + Price < D200
GOOGL,2021-01-01,2022-04-22,86.97,123.88,42.43992181211912,68.0,Transition to N2 (Blue) + Price < D200
GOOGL,2023-03-24,2025-03-21,104.81,162.35,54.89934166587157,104.0,Transition to N2 (Blue) + Price < D200
HON,2021-01-01,2021-12-03,181.03,176.6,-2.447108214108163,48.0,Transition to N2 (Blue) + Price < D200
HON,2022-08-12,2022-09-23,174.54,152.33,-12.724876819067251,6.0,Transition to N2 (Blue) + Price < D200
HON,2022-11-04,2023-08-11,179.71,169.45,-5.709198152579166,40.0,Transition to N2 (Blue) + Price < D200
HON,2023-12-15,2025-04-18,183.7,182.31,-0.756668481219372,70.0,Transition to N2 (Blue) + Price < D200
HON,2025-05-16,2025-10-17,206.13,190.35,-7.655363120360938,22.0,Transition to N2 (Blue) + Price < D200
IDXX,2021-01-01,2022-01-14,499.87,534.2,6.867785624262317,54.0,20% Trailing Stop (Peak: $704.16)
IDXX,2022-12-02,2023-09-22,439.17,438.65,-0.11840517339527713,42.0,Transition to N2 (Blue) + Price < D200
IDXX,2023-12-15,2024-04-19,554.18,477.79,-13.78433000108267,18.0,Transition to N2 (Blue) + Price < D200
IDXX,2024-05-17,2024-07-26,540.94,470.68,-12.988501497393434,10.0,Transition to N2 (Blue) + Price < D200
IDXX,2024-09-20,2024-10-04,517.06,483.52,-6.486674660580971,2.0,Transition to N2 (Blue) + Price < D200
ILMN,2021-01-01,2021-10-08,359.92,393.04,9.202044898866415,40.0,20% Trailing Stop (Peak: $496.70)
ILMN,2023-03-24,2023-05-05,211.04,190.95,-9.519522365428356,6.0,Transition to N2 (Blue) + Price < D200
ILMN,2024-08-09,2025-02-21,126.7,97.2,-23.283346487766376,28.0,20% Trailing Stop (Peak: $146.43)
INTC,2021-01-15,2021-11-05,53.56,46.66,-12.882748319641536,42.0,20% Trailing Stop (Peak: $60.98)
INTC,2022-01-14,2022-01-28,50.95,44.56,-12.54170755642787,2.0,Transition to N2 (Blue) + Price < D200
INTC,2022-03-25,2022-04-08,48.24,44.45,-7.856550580431175,2.0,Transition to N2 (Blue) + Price < D200
INTC,2023-04-07,2024-04-05,32.02,39.32,22.79825109306682,52.0,20% Trailing Stop (Peak: $49.72)
INTC,2025-02-21,2025-03-07,26.09,20.75,-20.467612111920275,2.0,20% Trailing Stop (Peak: $26.09)
INTC,2025-06-27,2025-08-08,22.5,19.77,-12.133333333333335,6.0,Transition to N2 (Blue) + Price < D200
INTU,2021-01-01,2022-01-28,367.44,503.66,37.072719355541054,56.0,20% Trailing Stop (Peak: $653.74)
INTU,2023-01-27,2025-02-07,404.53,586.22,44.9138506414852,106.0,Transition to N2 (Blue) + Price < D200
INTU,2025-05-02,2025-11-28,620.07,627.97,1.2740497040656662,30.0,Transition to N2 (Blue) + Price < D200
ISRG,2021-01-01,2022-01-28,272.7,262.77,-3.641364136413644,56.0,20% Trailing Stop (Peak: $363.32)
ISRG,2022-11-18,2023-10-20,260.77,273.45,4.862522529432069,48.0,20% Trailing Stop (Peak: $346.97)
ISRG,2023-11-17,2025-04-18,303.95,482.74,58.82217469978615,74.0,20% Trailing Stop (Peak: $608.66)
