ticker,entry_date,exit_date,entry_price,exit_price,return_pct,hold_weeks,exit_reason
AAPL,2021-01-01,2021-02-26,129.17,117.95,-8.686227452194771,8.0,Weekly P2
AAPL,2021-04-09,2021-05-07,127.09,126.48,-0.4799748209929966,4.0,Weekly P2
AAPL,2021-06-18,2021-09-24,128.7,143.6,11.577311577311583,14.0,Weekly P2
AAPL,2021-10-22,2022-01-28,146.2,155.95,6.668946648426813,14.0,Weekly P2
AAPL,2022-02-11,2022-02-25,168.8,159.6,-5.450236966824654,2.0,Weekly P2
AAPL,2022-03-25,2022-04-22,170.71,163.21,-4.393415734286217,4.0,Weekly P2
AAPL,2022-08-12,2022-08-26,165.71,167.23,0.9172651016836533,2.0,Weekly P2
AAPL,2023-02-10,2023-02-24,148.63,147.4,-0.8275583664132341,2.0,Weekly P2
AAPL,2023-03-24,2023-05-05,156.81,163.58,4.317326701103252,6.0,Weekly P2
AAPL,2023-05-19,2023-08-25,172.95,174.5,0.8962127782596193,14.0,Weekly P2
AAPL,2023-11-17,2023-12-29,187.94,191.77,2.037884431201454,6.0,Weekly P2
AAPL,2024-05-17,2024-05-31,188.56,190.0,0.7636826474331766,2.0,Weekly P2
AAPL,2024-06-14,2025-01-24,212.79,222.65,4.63367639456742,32.0,Weekly P2
AAPL,2025-02-21,2025-03-07,244.99,234.53,-4.269562022939715,2.0,Weekly P2
AAPL,2025-08-22,2025-09-05,224.68,239.55,6.618301584475701,2.0,Weekly P2
ABNB,2021-11-19,2021-12-03,204.33,169.6,-16.997014633191416,2.0,Weekly P2
ABNB,2022-01-14,2022-01-28,166.0,138.41,-16.620481927710845,2.0,Weekly N2
ABNB,2022-03-25,2022-04-22,170.83,157.91,-7.563074401451744,4.0,Weekly N1
ABNB,2023-02-10,2023-04-07,114.94,109.69,-4.5676004872107185,8.0,Weekly P2
ABNB,2023-05-05,2023-05-19,117.63,111.87,-4.896710022953321,2.0,Weekly P2
