Category,Segment,count,win_rate,avg_return,median_return,avg_win,avg_loss,best_trade,worst_trade,win_loss_ratio
Overall,All,800,10.875,-3.295315842549526,-5.000000000000006,12.198821262803543,-5.185904802108737,23.545519329233045,-7.200000000000012,2.352303354632186
Quality,GOOD,300,12.0,-2.7688353781453627,-5.000000000000006,18.35970518212203,-5.650000000000007,23.545519329233045,-7.200000000000012,3.249505341968497
Quality,EXCELLENT,500,10.2,-3.6112041211920243,-5.000000000000006,7.849962025637558,-4.913029229183803,20.64389548639653,-5.000000000000014,1.5977845153063877
Vol R:R,<2:1,400,9.25,-4.009309261513373,-5.000000000000003,5.2156737389401,-4.949596784975573,9.388883757639354,-5.0000000000000115,1.0537572989323494
Vol R:R,2-3:1,100,9.0,-3.8806670378205057,-5.000000000000014,5.131087463927111,-4.771939461070271,11.137921377213695,-5.000000000000014,1.0752624809653997
Vol R:R,3+:1,300,13.666666666666666,-2.1482075521740693,-5.000000000000006,20.052139862140994,-5.662548262548269,23.545519329233045,-7.200000000000012,3.5411865704994625
Rank,Top 5,500,12.4,-2.7666252018697888,-5.000000000000006,15.186741188271931,-5.307969302757429,23.545519329233045,-7.200000000000012,2.8611207642784584
Rank,6-10,300,8.333333333333332,-4.176466910349089,-5.000000000000006,4.788779847641955,-4.991489342893728,8.24758369329096,-5.0000000000000115,0.9593889756490482
