Ticker,Close_2020,Volatility_2020_%,Avg_Volume_2020,Return_2020_%,Momentum_6M_%,RSI_2020,Distance_from_MA_%,ROE_%,Operating_Margin_%,Debt_to_Equity,Revenue_Growth_%,Market_Cap_2020,Sector,Basic_Qualified
EXC,25.054121017456055,49.105147223827146,8617023.575396825,-4.189126105952632,14.013568018853817,58.71376508056766,0.32730658386271577,10.308,22.177,1.77601,9.0,44489936896,Utilities,True
F,6.722536087036133,56.606311415712355,76852921.82539682,-4.345234254499085,46.446266706638156,32.544311366557196,2.612795569843658,10.295,3.1460000000000004,3.46673,9.4,54986084352,Consumer Cyclical,True
FANG,39.88816833496094,103.54750305134036,3565738.888888889,-44.90521897612151,20.96015332691078,55.11063964268806,28.149442455574764,10.901,36.628,0.3566,42.0,43634241536,Energy,True
FAST,21.74428367614746,39.07044886631343,8484137.301587302,36.24131213085743,13.578409210236083,45.409796273193756,3.933970945410131,32.742,20.696,0.13283,11.700000000000001,49899372544,Industrials,True
FCX,24.829927444458008,71.95272107375934,23312412.698412698,101.73038611637296,130.695624937145,67.1074229835769,21.945630235503234,14.538999,28.055000000000003,0.30589,2.7,86392766464,Basic Materials,True
FDX,236.1565704345703,52.59600233684496,3075817.4603174604,70.13628705499434,68.06500787508286,15.866199365049127,-6.714137116034627,15.886,7.64,,13.900000000000002,73972031488,Industrials,True
FE,24.489830017089844,53.076389256482024,6209334.523809524,-33.79948981201745,-22.50375237171379,44.373743755809784,1.611379344011898,11.192001,20.636,1.93669,11.200000000000001,26901882880,Utilities,True
FITB,22.662879943847656,73.77316131767918,6857104.365079365,-7.264731360324765,50.27517008893418,48.138621468332396,6.768341140907422,11.5109995,39.780998000000004,,6.7,32421183488,Financial Services,True
FMC,97.54285430908203,51.43309274951907,799870.2380952381,16.37807458748807,13.747590173914952,33.500513200158906,1.9096147462163322,-11.455,-18.775,1.22645,-49.1,1921895168,Basic Materials,False
FOX,26.750202178955078,48.42946401384577,1517726.5873015872,-20.048440185218777,8.999738785679051,49.62505256631029,4.101314526520797,17.272000000000002,26.323998,0.60136,4.9,30978992128,Communication Services,False
FOXA,27.25894546508789,49.15376897097655,4782390.476190476,-20.302754484286055,10.437312512460533,48.3800911342989,4.254390991564513,17.272000000000002,26.323998,0.60136,4.9,32283514880,Communication Services,True
FTNT,29.604000091552734,55.01543339353866,8036599.206349206,34.956231671898486,6.919966719218411,85.52631657571106,17.192138982633658,228.043,31.648,1.48116,14.399999999999999,58515906560,Technology,True
GD,132.60385131835938,40.41516310588071,1636391.6666666667,-14.452623149393684,1.4491863706905268,37.29323185434314,0.7854688179381253,17.782,10.459,0.40419,10.6,99497517056,Industrials,False
GE,52.18102264404297,63.09421577325687,19695763.726190478,-9.770749847231649,57.44238089707893,33.501139502415995,12.181932753719572,42.131,20.598,1.15246,23.799999999999997,339181535232,Industrials,True
GILD,46.75475311279297,37.529732640267774,13716300.793650793,-9.626390188475012,-24.176210929397232,16.0729581523356,-4.233963130854266,40.706003,45.231,1.1624299999999999,3.0,150646374400,Healthcare,True
GIS,48.58345031738281,30.868180676469354,3976517.8571428573,16.23608523951596,-3.20060208428055,41.96243614086352,-2.570505797575334,27.173000000000002,17.874001,1.4723,-7.199999999999999,24339347456,Consumer Defensive,True
GM,40.36856460571289,61.233387722725666,15400251.984126983,13.296937997563486,65.76856888016684,33.992424797790974,2.9020906960679556,4.442,5.6739997,1.9543700000000002,-0.3,76832677888,Consumer Cyclical,True
GOOG,86.32852172851562,38.40931783182381,37903428.571428575,27.21650856868144,18.762878374406984,38.55040143433665,0.538249631147018,35.449999999999996,30.512,0.11424,15.9,4019196264448,Communication Services,True
GOOGL,86.16149139404297,38.551504127210464,40028047.61904762,26.855798197296338,18.117865813040414,39.47696449358589,0.6539625790035628,35.449999999999996,30.512,0.11424,15.9,4027946631168,Communication Services,True
GRMN,107.24783325195312,37.56034761683286,947117.8571428572,24.714494394931638,23.934241055531444,52.91373971666108,5.23241634905846,19.655001,25.795,0.02342,11.700000000000001,40935763968,Technology,False
GS,230.3916473388672,52.372887370193546,3595815.476190476,13.391416317006232,32.950154831692736,65.99956157477317,15.080613463848252,13.532,37.203997,5.861420000000001,20.7,295044087808,Financial Services,True
HAL,17.47292709350586,93.35823942667358,19246465.476190478,-20.988951031990826,52.93536581691038,46.38220526000099,17.400282578426364,12.788,12.857,0.83613,-1.7000000000000002,28012242944,Energy,True
HCA,155.47543334960938,60.98718298527652,2228431.3492063493,10.689878733917263,66.07665654702276,56.40658395811927,8.643071638034053,,15.473999999999998,,9.6,112702971904,Healthcare,True
HD,234.84292602539062,43.68686865307897,4751841.666666667,23.608459078817102,7.892510901298818,49.287686979769774,-2.407567701201877,162.909,12.945,5.44586,2.8000000000000003,377229148160,Consumer Cyclical,True
HIG,43.22514724731445,65.21133687887294,2782725.0,-18.98478714333975,29.76902212502485,52.850574547796626,8.505053612860786,20.069,18.916,0.23696,7.000000000000001,36435533824,Financial Services,True
HLT,108.81573486328125,51.553081604714244,3629324.206349206,-0.987817347473525,47.852925135978765,60.39430062907942,8.752311337058513,,60.327,,3.5000000000000004,70932086784,Consumer Cyclical,True
HON,179.5445556640625,45.40423229721004,3695743.476190476,19.404248841893764,46.97102749101168,47.34677833882623,6.700444898820813,34.616002,18.505,2.15247,7.000000000000001,145036967936,Industrials,True
HRL,39.56544494628906,30.24274314890131,2224358.73015873,6.900526595049521,-2.479651065213342,42.588296522922754,-4.519877518775351,6.002,7.222,0.3822,1.5,13579397120,Consumer Defensive,True
HSY,133.64453125,37.31830281142768,1076778.5714285714,6.840978474084909,17.176751034950964,43.793596022558624,1.6858024121991915,31.013,13.542000000000002,1.2576399999999999,6.5,40789213184,Consumer Defensive,False
IDXX,496.9599914550781,41.45419813316767,525819.4444444445,87.51792772485585,48.4526158913109,86.6895136261264,8.632448037526776,64.63300600000001,32.106,0.7129000000000001,13.3,57006542848,Healthcare,False
IEX,184.92332458496094,38.54991521620971,483056.74603174604,14.839475267430668,25.256098273109824,55.41683643176576,3.074785866665271,12.197,21.418,0.48121,10.100000000000001,14735604736,Industrials,False
