Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Distance_From_Support,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2022-03-14,MRVL,SELL,207,61.45743438720703,12721.688918151855,N2,123941.89642314911,,2021-07-19,53.81189704895019,P1,238.0,1582.6262290191644,14.20789408576702
2022-03-14,TSLA,SELL,46,262.46550201416017,12073.413092651368,N2,123165.11868938446,,2021-08-16,242.64252120971676,P1,210.0,911.8571170043979,8.169623652776984
2022-03-14,NVDA,SELL,607,21.840421028137207,13257.135564079284,N2,124226.88749320984,,2021-07-19,18.392279033660888,P1,238.0,2093.022190647125,18.74776904028942
2022-03-14,AMD,SELL,119,103.24710090637207,12286.405007858277,N2,123122.24647674561,,2021-07-26,93.53225154876708,P1,231.0,1156.0670735549938,10.386630490275039
2022-03-21,NVDA,BUY,416,26.8024463558197,11149.817684020996,P1,110711.73636779786,21.93701455565456,,,,,,
2022-03-21,MRVL,BUY,156,71.23885665893555,11113.261638793945,P1,110711.73636779786,17.510166213766396,,,,,,
2022-03-21,TSLA,BUY,36,306.3236112976074,11027.650006713866,P1,110711.73636779786,22.685251989706423,,,,,,
2022-04-04,GOOG,BUY,78,141.74737670898435,11056.29538330078,P1,112437.80186859131,11.412974465787308,,,,,,
2022-04-11,NVDA,SELL,416,22.847455158233643,9504.541345825195,N2,117852.84850555421,,2022-03-21,26.8024463558197,P1,21.0,-1645.2763381958011,-14.756082877962
2022-04-11,MRVL,SELL,156,61.57142955780029,9605.143011016846,N2,117857.44470260621,,2022-03-21,71.23885665893555,P1,21.0,-1508.1186277770994,-13.570441125156183
2022-04-18,GOOG,SELL,78,125.04262252807617,9753.32455718994,N2,116899.56392227174,,2022-04-04,141.74737670898435,P1,14.0,-1302.970826110839,-11.784877130533447
2022-05-16,TSLA,SELL,36,253.9646987915039,9142.72915649414,N2,113605.52968154909,,2022-03-21,306.3236112976074,P1,56.0,-1884.9208502197253,-17.092679302228
2022-11-14,ASML,BUY,19,569.2840982055664,10816.397865905761,P1,104370.4497254944,37.19038146462354,,,,,,
2023-01-16,TSM,BUY,132,84.0829447555542,11098.948707733154,P1,105749.63047286989,31.918149839814173,,,,,,
2023-01-23,NVDA,BUY,617,18.088478689193725,11160.591351232528,P1,105918.09622436523,29.027628633741813,,,,,,
2023-02-06,AMD,BUY,127,87.38134628295897,11097.43097793579,P1,108789.33028016091,30.537807200787526,,,,,,
2023-02-06,PLTR,BUY,1307,8.53614984512329,11156.74784757614,P1,108789.33028016091,29.607607803754917,,,,,,
2023-02-13,PLTR,SELL,1307,7.434900226593017,9717.414596157074,N2,116203.39371994973,,2023-02-06,8.53614984512329,P1,7.0,-1439.333251419066,-12.901010859824789
2023-02-20,PLTR,BUY,1195,9.337999806404113,11158.909768652915,P1,105339.37754563332,35.65217174969904,,,,,,
2023-03-13,PLTR,SELL,1195,7.276499905586243,8695.41738717556,N2,111864.4442638302,,2023-02-20,9.337999806404113,P1,21.0,-2463.4923814773556,-22.076461164671144
2023-03-20,GOOG,BUY,108,103.22270912170409,11148.052585144042,P1,107649.39127720834,16.484467993383518,,,,,,
2023-04-17,PLTR,BUY,1248,8.942150425910949,11159.803731536864,P1,108413.26415860179,24.290581627643782,,,,,,
2023-05-08,PLTR,SELL,1248,7.335899848937988,9155.203011474609,N2,115709.46762059213,,2023-04-17,8.942150425910949,P1,21.0,-2004.6007200622553,-17.96268794940709
2023-05-15,PLTR,BUY,1157,9.642499999999998,11156.372499999998,P1,107948.02005742074,24.31578887136359,,,,,,
2023-05-22,MRVL,BUY,244,45.704275569915765,11151.843239059446,P1,116077.74366013528,19.521120329031614,,,,,,
2023-06-05,TSLA,BUY,51,217.17955123901365,11076.157113189696,P1,130808.70731633189,28.78908526993801,,,,,,
2023-09-18,ASML,SELL,19,578.9596618652344,11000.233575439453,N2,142973.8171323872,,2022-11-14,569.2840982055664,P1,308.0,183.83570953369235,1.6996019544839296
2023-09-25,TSM,SELL,132,82.10171997070313,10837.427036132813,N2,135975.63635468486,,2023-01-16,84.0829447555542,P1,252.0,-261.5216716003415,-2.356274260625488
2023-10-30,MRVL,SELL,244,46.44247089385986,11331.962898101807,N2,132828.55654820445,,2023-05-22,45.704275569915765,P1,161.0,180.11965904236058,1.6151559449068438
2023-11-13,ASML,BUY,16,659.5515719604491,10552.825151367186,P1,135867.29114636424,14.92878906017833,,,,,,
2023-11-13,TSM,BUY,116,95.77315490722656,11109.68596923828,P1,135867.29114636424,13.772572982048503,,,,,,
2023-11-20,MRVL,BUY,199,55.997807559967036,11143.56370443344,P1,139288.82934979443,17.110484117318965,,,,,,
2024-01-15,TSLA,SELL,51,216.70109939575195,11051.75606918335,N2,155166.72909674648,,2023-06-05,217.17955123901365,P1,224.0,-24.401044006346638,-0.22030243663923305
2024-07-08,TSLA,BUY,43,255.29280433654782,10977.590586471557,P1,224852.14800963405,44.81552135256738,,,,,,
2024-07-08,ARM,BUY,55,183.90785247802734,10114.931886291504,P1,224852.14800963405,52.75125588784272,,,,,,
2024-07-29,AMD,SELL,127,138.59010543823243,17600.943390655517,N2,217831.05393195155,,2023-02-06,87.38134628295897,P1,539.0,6503.512412719727,58.603765372816326
2024-08-05,MRVL,SELL,199,58.38420993804932,11618.457777671814,N2,198891.37755244257,,2023-11-20,55.997807559967036,P1,259.0,474.8940732383744,4.26159966267738
2024-08-05,ASML,SELL,16,791.8344360351563,12669.3509765625,N2,199824.91259196284,,2023-11-13,659.5515719604491,P1,266.0,2116.5258251953146,20.056485299778753
2024-08-26,MRVL,BUY,153,72.57785873413086,11104.412386322021,P1,212897.42432597163,25.96046075191688,,,,,,
2024-09-02,ASML,BUY,12,906.6399530029296,10879.679436035156,P1,206269.41705477718,15.097299965347796,,,,,,
2024-09-09,ASML,SELL,12,736.4984271240235,8837.98112548828,N2,196007.3715400219,,2024-09-02,906.6399530029296,P1,7.0,-2041.6983105468753,-18.76616239063496
2024-09-30,AMD,BUY,66,166.81525619506834,11009.80690887451,P1,214409.7443942547,25.871617093631123,,,,,,
2024-11-04,AMD,SELL,66,140.44140060424806,9269.132439880372,N2,240434.54845995904,,2024-09-30,166.81525619506834,P1,35.0,-1740.6744689941388,-15.810217957510767
2025-01-06,ALAB,BUY,78,143.04394256591794,11157.4275201416,P1,296703.0264873028,57.815934256302626,,,,,,
2025-03-03,ARM,SELL,55,130.3731024169922,7170.520632934571,N2,277234.8400133038,,2024-07-08,183.90785247802734,P1,238.0,-2944.4112533569332,-29.10955097332306
2025-03-10,NVDA,SELL,617,111.53260299682617,68815.61604904175,N2,326157.1537704754,,2023-01-23,18.088478689193725,P1,777.0,57655.024697809225,516.5947115467322
2025-03-10,TSLA,SELL,43,260.043313293457,11181.862471618651,N2,267828.2929602337,,2024-07-08,255.29280433654782,P1,245.0,204.2718851470945,1.8608080119041137
2025-03-10,ALAB,SELL,78,66.25079818725585,5167.562258605956,N2,261701.04464144708,,2025-01-06,143.04394256591794,P1,63.0,-5989.865261535644,-53.68500266501957
2025-03-10,MRVL,SELL,153,69.89810737609864,10694.410428543091,N2,267175.69521281245,,2024-08-26,72.57785873413086,P1,196.0,-410.00195777892986,-3.6922436191576797
2025-03-17,GOOG,SELL,108,165.48858489990235,17872.767169189454,N2,274586.21987406735,,2023-03-20,103.22270912170409,P1,728.0,6724.714584045412,60.32187714118612
2025-03-17,TSM,SELL,116,170.0576971435547,19726.692868652342,N2,276259.61257182126,,2023-11-13,95.77315490722656,P1,490.0,8617.006899414062,77.56301054119601
2025-05-12,TSLA,BUY,36,302.73390991210937,10898.420756835938,P1,292270.0861817456,28.166702546426087,,,,,,
2025-05-19,ALAB,BUY,121,91.91839752197265,11122.12610015869,P1,308109.487232771,47.96267527557145,,,,,,
2025-05-19,ARM,BUY,80,137.9994068145752,11039.952545166016,P1,308109.487232771,41.159167365765924,,,,,,
2025-05-19,NVDA,BUY,81,137.40605865478514,11129.890751037596,P1,308109.487232771,36.02658790083416,,,,,,
2025-05-19,TSM,BUY,57,195.2702583312988,11130.404724884032,P1,308109.48723277095,30.87735036620078,,,,,,
2025-05-19,ASML,BUY,14,756.0589044189452,10584.824661865232,P1,308109.48723277095,22.90817523322995,,,,,,
2025-06-02,ARM,SELL,80,123.29460090637207,9863.568072509766,N2,318523.3750005627,,2025-05-19,137.9994068145752,P1,14.0,-1176.3844726562493,-10.655702258170885
2025-06-09,GOOG,BUY,63,177.0567728424072,11154.576689071655,P1,303448.7146612073,18.44271861517288,,,,,,
2025-06-23,AMD,BUY,85,130.16360557556152,11063.906473922729,P1,315692.8810599041,40.3618215214359,,,,,,
2025-06-23,ARM,BUY,75,147.21559318542478,11041.169488906859,P1,315692.8810599041,44.8427994324454,,,,,,
2025-08-04,TSLA,SELL,36,299.60370483398435,10785.733374023437,N2,357186.50001894956,,2025-05-12,302.73390991210937,P1,84.0,-112.6873828125008,-1.0339790078467894
2025-09-01,TSLA,BUY,32,338.8780450439453,10844.09744140625,P1,356594.2552221966,18.168749677795358,,,,,,
2025-09-29,MRVL,BUY,132,84.30103439331054,11127.736539916992,P1,393524.2212115765,26.127208372865375,,,,,,
2025-11-24,ARM,SELL,75,130.25430725097655,9769.073043823242,N2,374596.7895117474,,2025-06-23,147.21559318542478,P1,154.0,-1272.0964450836163,-11.521392243472945
