Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Distance_From_Support,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2022-03-14,TSLA,SELL,87,262.46550201416017,22834.498675231935,N2,132277.06335927962,,2022-01-24,319.3528312683105,P1,49.0,-4949.197645111082,-17.813316083099124
2022-03-14,NVDA,SELL,318,21.840421028137207,6945.253886947632,N2,111438.62092588423,,2021-10-04,21.009856100082395,P1,161.0,264.1196471214307,3.953215691237202
2022-04-04,GOOG,BUY,8,141.74737670898435,1133.9790136718748,P1,104757.48668605802,11.412974465787308,,,,,,
2022-04-18,GOOG,SELL,8,125.04262252807617,1000.3409802246093,N2,105757.82766628262,,2022-04-04,141.74737670898435,P1,14.0,-133.63803344726546,-11.784877130533442
2023-02-27,ASML,BUY,2,612.0290786743163,1224.0581573486327,P1,104623.84865261074,14.637554568949543,,,,,,
2023-04-10,TSM,BUY,14,87.87030754089355,1230.1843055725096,P1,104623.84865261076,11.112094653568926,,,,,,
2023-07-03,GOOG,BUY,10,121.87049987792967,1218.7049987792968,P1,104623.84865261076,14.631726294152259,,,,,,
2023-08-14,AMD,BUY,19,109.18354969024656,2074.487444114685,P1,104623.84865261076,6.9907935896631175,,,,,,
2023-08-28,MRVL,BUY,77,53.841501731872555,4145.795633354187,P1,104623.84865261076,2.336448598130841,,,,,,
2023-08-28,PLTR,BUY,141,14.747949728965757,2079.460911784172,P1,104623.84865261076,6.675838480253986,,,,,,
2023-09-04,TSLA,BUY,67,248.68514442443845,16661.904676437374,P1,104623.84865261076,13.325984502062187,,,,,,
2023-09-11,NVDA,BUY,144,46.22576480865478,6656.5101324462885,P1,104623.84865261076,12.014620594472305,,,,,,
2023-09-18,ASML,SELL,2,578.9596618652344,1157.9193237304687,N2,105781.76797634122,,2023-02-27,612.0290786743163,P1,203.0,-66.13883361816397,-5.40324274799359
2023-09-25,TSM,SELL,14,82.10171997070313,1149.4240795898438,N2,105707.13389858243,,2023-04-10,87.87030754089355,P1,168.0,-80.76022598266582,-6.564888335580026
2023-10-30,MRVL,SELL,77,46.44247089385986,3576.0702588272093,N2,108053.01985183713,,2023-08-28,53.841501731872555,P1,63.0,-569.7253745269777,-13.742244551163202
2023-11-13,TSM,BUY,13,95.77315490722656,1245.0510137939452,P1,103907.22421848295,13.772572982048503,,,,,,
2023-11-13,ASML,BUY,1,659.5515719604491,659.5515719604491,P1,103907.22421848295,14.92878906017833,,,,,,
2024-01-15,TSLA,SELL,67,216.70109939575195,14518.97365951538,N2,118426.19787799833,,2023-09-04,248.68514442443845,P1,133.0,-2142.9310169219934,-12.861260813431757
2024-04-08,MRVL,BUY,17,73.27357265472412,1245.65073513031,P1,101764.29320156095,14.328968562744555,,,,,,
2024-07-29,AMD,SELL,19,138.59010543823243,2633.212003326416,N2,104397.50520488738,,2023-08-14,109.18354969024656,P1,350.0,558.724559211731,26.93313766717803
2024-08-05,MRVL,SELL,17,58.38420993804932,992.5315689468384,N2,103315.54932971954,,2024-04-08,73.27357265472412,P1,119.0,-253.11916618347163,-20.32023576472199
2024-08-05,ASML,SELL,1,791.8344360351563,791.8344360351563,N2,102861.73303062438,,2023-11-13,659.5515719604491,P1,266.0,132.28286407470716,20.056485299778753
2025-02-10,TSLA,BUY,45,367.0442950439453,16516.993276977537,P1,102202.18145866394,14.49034749295417,,,,,,
2025-02-17,ALAB,BUY,23,89.1677484512329,2050.8582143783565,P1,102202.18145866394,9.447917548693297,,,,,,
2025-03-10,NVDA,SELL,144,111.53260299682617,16060.694831542969,N2,118262.87629020691,,2023-09-11,46.22576480865478,P1,546.0,9404.18469909668,141.27800471987882
2025-03-10,TSLA,SELL,45,260.043313293457,11701.949098205565,N2,123308.3152559662,,2025-02-10,367.0442950439453,P1,28.0,-4815.044178771972,-29.152062351950548
2025-03-10,ALAB,SELL,23,66.25079818725585,1523.7683583068847,N2,108315.09033729555,,2025-02-17,89.1677484512329,P1,21.0,-527.0898560714718,-25.70094082448503
2025-03-17,GOOG,SELL,10,165.48858489990235,1654.8858489990234,N2,107919.11797191622,,2023-07-03,121.87049987792967,P1,623.0,436.1808502197266,35.79051949869924
2025-03-17,TSM,SELL,13,170.0576971435547,2210.750062866211,N2,108911.16303600313,,2023-11-13,95.77315490722656,P1,490.0,965.6990490722658,77.56301054119604
2025-09-01,ASML,BUY,2,752.4243817138671,1504.8487634277342,P1,107666.11202220917,7.963698570634686,,,,,,
2025-09-01,TSM,BUY,5,232.9671718597412,1164.835859298706,P1,107666.11202220917,12.702786500648225,,,,,,
2025-09-22,NVDA,BUY,37,179.31005859374997,6634.472167968749,P1,107666.11202220917,14.257382507940461,,,,,,
2025-10-06,AMD,BUY,7,167.14004814147947,1169.9803369903564,P1,107666.11202220918,14.009833194848726,,,,,,
2025-11-10,ALAB,BUY,7,167.9723555755615,1175.8064890289304,P1,107666.11202220918,10.260444995289774,,,,,,
2025-12-15,MRVL,BUY,14,85.63483261108398,1198.8876565551757,P1,107666.11202220918,13.216288762028514,,,,,,
