Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Distance_From_Support,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2021-07-19,ASML,BUY,1,668.8902038574219,668.8902038574219,P1,110000.0,12.67928243112707,,,,,,
2021-08-23,GOOG,BUY,9,139.46752960205077,1255.207766418457,P1,110000.0,13.938103679973329,,,,,,
2021-09-13,TSM,BUY,10,115.64835132598876,1156.4835132598876,P1,110000.0,12.433930731762047,,,,,,
2021-09-13,MRVL,BUY,20,60.990808086395255,1219.8161617279052,P1,110000.0,13.699534323501423,,,,,,
2021-10-04,TSM,SELL,10,102.75383056640625,1027.5383056640626,N2,111027.53830566406,,2021-09-13,115.64835132598876,P1,21.0,-128.94520759582497,-11.149766176290324
2021-10-04,NVDA,BUY,318,21.009856100082395,6681.134239826201,P1,109871.05479240416,13.883190478800053,,,,,,
2021-11-08,TSM,BUY,18,111.24123390197752,2002.3422102355953,P1,109871.05479240416,8.96476793944457,,,,,,
2021-11-08,PLTR,BUY,47,26.389999999999997,1240.33,P1,109871.05479240416,11.461536700908955,,,,,,
2021-11-15,PLTR,SELL,47,22.601699924468996,1062.2798964500428,N2,110933.3346888542,,2021-11-08,26.389999999999997,P1,7.0,-178.05010354995716,-14.355059020579777
2022-01-24,ASML,SELL,1,661.05896484375,661.05896484375,N2,110354.06365369794,,2021-07-19,668.8902038574219,P1,189.0,-7.831239013671848,-1.1707809396086066
2022-01-24,TSLA,BUY,87,319.3528312683105,27783.696320343017,P1,109685.17344984051,6.121414309831176,,,,,,
2022-02-28,TSM,SELL,18,102.87368316650391,1851.7262969970704,N2,111536.89974683759,,2021-11-08,111.24123390197752,P1,112.0,-150.61591323852485,-7.521986624893824
2022-03-14,GOOG,SELL,9,128.20915420532228,1153.8823878479004,N2,110688.43992444989,,2021-08-23,139.46752960205077,P1,203.0,-101.3253785705565,-8.072398951105358
2022-03-14,MRVL,SELL,20,61.45743438720703,1229.1486877441407,N2,110662.38084577558,,2021-09-13,60.990808086395255,P1,182.0,9.332526016235533,0.7650764360275188
