Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Distance_From_Support,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2021-09-20,TSM,BUY,100,111.19400424957274,11119.400424957274,P1,110000.0,8.926100725363867,,,,,,
2021-10-04,TSM,SELL,100,102.75383056640625,10275.383056640625,N2,119535.15743637085,,2021-09-20,111.19400424957274,P1,14.0,-844.0173683166486,-7.590493516379429
2021-10-04,GOOG,BUY,81,137.47832412719725,11135.744254302977,P1,109155.98263168335,5.807814456084079,,,,,,
2021-10-04,ASML,BUY,15,721.8139913940429,10827.209870910643,P1,109155.98263168335,9.466018756560079,,,,,,
2021-11-08,TSM,BUY,100,111.24123390197752,11124.123390197752,P1,111402.90655822755,8.96476793944457,,,,,,
2022-01-24,ASML,SELL,15,661.05896484375,9915.88447265625,N2,118093.6296310425,,2021-10-04,721.8139913940429,P1,112.0,-911.3253982543938,-8.41699208863442
2022-01-24,TSLA,BUY,34,319.3528312683105,10857.996263122557,P1,108077.58470916751,6.121414309831176,,,,,,
2022-01-24,MRVL,BUY,154,72.45729496002197,11158.423423843384,P1,108077.58470916751,7.5091641348935285,,,,,,
2022-02-28,TSM,SELL,100,102.87368316650391,10287.36831665039,N2,115058.21479637148,,2021-11-08,111.24123390197752,P1,112.0,-836.7550735473615,-7.521986624893834
2022-03-14,GOOG,SELL,81,128.20915420532228,10384.941490631105,N2,113704.5316837311,,2021-10-04,137.47832412719725,P1,161.0,-750.8027636718725,-6.742277359519584
2022-03-14,MRVL,SELL,154,61.45743438720703,9464.444895629882,N2,112679.13668983462,,2022-01-24,72.45729496002197,P1,49.0,-1693.9785282135017,-15.181163717033705
2022-03-14,TSLA,SELL,34,262.46550201416017,8923.827068481445,N2,112042.91840919497,,2022-01-24,319.3528312683105,P1,49.0,-1934.169194641112,-17.81331608309912
2023-04-24,ASML,BUY,17,627.9538735961913,10675.215851135252,P1,103028.95167335513,7.02633752872904,,,,,,
2023-08-14,AMD,BUY,102,109.18354969024656,11136.72206840515,P1,103380.51853706365,6.9907935896631175,,,,,,
2023-08-21,GOOG,BUY,86,129.06364795684814,11099.47372428894,P1,102892.22386734013,9.585510120014638,,,,,,
2023-08-28,MRVL,BUY,207,53.841501731872555,11145.190858497619,P1,102550.0412807465,2.336448598130841,,,,,,
2023-08-28,PLTR,BUY,757,14.747949728965757,11164.197944827078,P1,102550.0412807465,6.675838480253986,,,,,,
2023-09-18,ASML,SELL,17,578.9596618652344,9842.314251708984,N2,112537.92008491997,,2023-04-24,627.9538735961913,P1,147.0,-832.9015994262681,-7.802199140897873
2023-09-18,NVDA,BUY,250,44.52976804733276,11132.44201183319,P1,102596.18851753716,8.663538272263748,,,,,,
2023-10-30,MRVL,SELL,207,46.44247089385986,9613.591475028992,N2,107738.0330357409,,2023-08-28,53.841501731872555,P1,63.0,-1531.599383468627,-13.742244551163187
2024-04-15,MRVL,BUY,157,70.82170398712158,11119.007525978088,P1,125571.0492920733,9.62558148966375,,,,,,
2024-04-22,ASML,BUY,13,858.7935195922851,11164.315754699706,P1,117499.08296101098,0.9098478115972854,,,,,,
2024-07-29,AMD,SELL,102,138.59010543823243,14136.190754699708,N2,147168.62572567468,,2023-08-14,109.18354969024656,P1,350.0,2999.468686294558,26.933137667178052
2024-08-05,MRVL,SELL,157,58.38420993804932,9166.320960273742,N2,136732.68816963676,,2024-04-15,70.82170398712158,P1,112.0,-1952.6865657043454,-17.561698390275858
2024-08-05,ASML,SELL,13,791.8344360351563,10293.847668457032,N2,137767.62577721121,,2024-04-22,858.7935195922851,P1,105.0,-870.468086242674,-7.79687806551193
2024-08-05,TSM,BUY,74,149.06034515380858,11030.465541381835,P1,127369.79984947687,6.341118819658556,,,,,,
2025-02-17,TSLA,BUY,30,361.177596282959,10835.32788848877,P1,212217.80745071892,8.638711373295317,,,,,,
2025-02-17,ALAB,BUY,125,89.1677484512329,11145.968556404112,P1,212217.80745071892,9.447917548693297,,,,,,
2025-03-10,NVDA,SELL,250,111.53260299682617,27883.150749206543,N2,198989.86047024254,,2023-09-18,44.52976804733276,P1,539.0,16750.708737373352,150.4675139521791
2025-03-10,TSLA,SELL,30,260.043313293457,7801.299398803711,N2,178626.36113247398,,2025-02-17,361.177596282959,P1,21.0,-3034.028489685059,-28.00126143767508
2025-03-10,ALAB,SELL,125,66.25079818725585,8281.349773406982,N2,179027.61050304893,,2025-02-17,89.1677484512329,P1,21.0,-2864.6187829971295,-25.700940824485034
2025-03-17,GOOG,SELL,86,165.48858489990235,14232.018301391601,N2,185001.54514812952,,2023-08-21,129.06364795684814,P1,574.0,3132.5445771026607,28.22246040591748
2025-03-17,TSM,SELL,74,170.0576971435547,12584.269588623047,N2,183210.03867474082,,2024-08-05,149.06034515380858,P1,224.0,1553.8040472412122,14.086477505522948
2025-09-01,ASML,BUY,14,752.4243817138671,10533.94134399414,P1,223844.45195141318,7.963698570634686,,,,,,
2025-11-17,ALAB,BUY,76,146.50509628295896,11134.387317504881,P1,240504.3210932589,5.332542027213798,,,,,,
2025-11-24,NVDA,BUY,61,181.553091506958,11074.738581924437,P1,225076.88316235068,8.284456330843904,,,,,,
2025-12-22,TSM,BUY,38,293.2842623901367,11144.801970825194,P1,257179.64346653465,7.907384904037667,,,,,,
