Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Distance_From_Support,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2021-07-19,GOOG,BUY,31,132.8269738769531,4117.636190185546,P1,110000.0,,,,,,,
2021-07-19,ASML,BUY,6,668.8902038574219,4013.341223144531,P1,110000.00000000001,,,,,,,
2021-07-19,MRVL,BUY,77,53.81189704895019,4143.516072769165,P1,110000.0,,,,,,,
2021-07-19,NVDA,BUY,1214,18.392279033660888,22328.22674686432,P1,110000.0,,,,,,,
2021-07-26,AMD,BUY,44,93.53225154876708,4115.419068145751,P1,112088.19562244415,,,,,,,
2021-08-16,PLTR,BUY,165,25.273499612808227,4170.127436113357,P1,113964.22430057525,,,,,,,
2021-08-16,TSLA,BUY,230,242.64252120971676,55807.779878234855,P1,113964.22430057525,,,,,,,
2021-09-13,TSM,BUY,36,115.64835132598876,4163.340647735595,P1,117882.41823782922,,,,,,,
2021-10-04,TSM,SELL,36,102.75383056640625,3699.137900390625,N2,120652.32663168908,,2021-09-13,115.64835132598876,P1,21.0,-464.2027473449698,-11.149766176290322
2021-10-11,PLTR,SELL,165,23.265,3838.725,N2,122038.73298048975,,2021-08-16,25.273499612808227,P1,56.0,-331.40243611335745,-7.947057762393736
2021-11-01,PLTR,BUY,159,26.2681991481781,4176.643664560318,P1,150773.85097289085,,,,,,,
2021-11-08,TSM,BUY,37,111.24123390197752,4115.925654373168,P1,165290.21729902268,,,,,,,
2021-11-15,PLTR,SELL,159,22.601699924468996,3593.67028799057,N2,155327.89993045808,,2021-11-01,26.2681991481781,P1,14.0,-582.9733765697479,-13.957939038860248
2022-01-24,ASML,SELL,6,661.05896484375,3966.3537890625003,N2,137670.92123622895,,2021-07-19,668.8902038574219,P1,189.0,-46.98743408203063,-1.1707809396085953
2022-02-28,TSM,SELL,37,102.87368316650391,3806.3262771606446,N2,127631.51366100312,,2021-11-08,111.24123390197752,P1,112.0,-309.59937721252345,-7.5219866248938265
2022-03-14,GOOG,SELL,31,128.20915420532228,3974.4837803649907,N2,122869.07909877779,,2021-07-19,132.8269738769531,P1,238.0,-143.15240982055548,-3.476567700705604
2022-03-14,MRVL,SELL,77,61.45743438720703,4732.222447814941,N2,123586.67146541596,,2021-07-19,53.81189704895019,P1,238.0,588.7063750457764,14.20789408576703
2022-03-14,TSLA,SELL,230,262.46550201416017,60367.06546325684,N2,179173.71425411227,,2021-08-16,242.64252120971676,P1,210.0,4559.285585021986,8.169623652776977
2022-03-14,NVDA,SELL,1214,21.840421028137207,26514.27112815857,N2,144711.1515810013,,2021-07-19,18.392279033660888,P1,238.0,4186.04438129425,18.74776904028942
2022-03-14,AMD,SELL,44,103.24710090637207,4542.872439880371,N2,122471.93197223665,,2021-07-26,93.53225154876708,P1,231.0,427.4533717346194,10.386630490275037
2022-03-21,NVDA,BUY,833,26.8024463558197,22326.43781439781,P1,117883.17193195345,,,,,,,
2022-03-21,MRVL,BUY,58,71.23885665893555,4131.853686218262,P1,117883.17193195345,,,,,,,
2022-03-21,TSLA,BUY,182,306.3236112976074,55750.89725616454,P1,117883.17193195343,,,,,,,
2022-04-04,GOOG,BUY,29,141.74737670898435,4110.673924560546,P1,127740.25550831796,,,,,,,
2022-04-11,NVDA,SELL,833,22.847455158233643,19031.930146808623,N2,139497.05735816003,,2022-03-21,26.8024463558197,P1,21.0,-3294.507667589187,-14.756082877961992
2022-04-11,MRVL,SELL,58,61.57142955780029,3571.142914352417,N2,123844.02840704919,,2022-03-21,71.23885665893555,P1,21.0,-560.7107718658449,-13.570441125156188
2022-04-18,GOOG,SELL,29,125.04262252807617,3626.2360533142087,N2,121212.1515834713,,2022-04-04,141.74737670898435,P1,14.0,-484.4378712463372,-11.78487713053344
2022-05-16,TSLA,SELL,182,253.9646987915039,46221.57518005371,N2,150702.65332297326,,2022-03-21,306.3236112976074,P1,56.0,-9529.322076110831,-17.092679302227996
2022-11-14,ASML,BUY,7,569.2840982055664,3984.9886874389645,P1,104014.19354514123,,,,,,,
2023-01-16,TSM,BUY,49,84.0829447555542,4120.064293022156,P1,104522.31276785852,,,,,,,
2023-01-23,NVDA,BUY,1234,18.088478689193725,22321.182702465056,P1,104585.40862345697,,,,,,,
2023-02-06,AMD,BUY,47,87.38134628295897,4106.923275299072,P1,108654.91927655222,,,,,,,
2023-02-06,PLTR,BUY,490,8.53614984512329,4182.713424110412,P1,108654.91927655222,,,,,,,
2023-02-13,PLTR,SELL,490,7.434900226593017,3643.1011110305785,N2,111605.66417141915,,2023-02-06,8.53614984512329,P1,7.0,-539.6123130798337,-12.901010859824794
2023-02-20,PLTR,BUY,448,9.337999806404113,4183.423913269043,P1,107660.70875760079,,,,,,,
2023-03-13,PLTR,SELL,448,7.276499905586243,3259.871957702637,N2,111695.3540485859,,2023-02-20,9.337999806404113,P1,21.0,-923.5519555664059,-22.07646116467114
2023-03-20,GOOG,BUY,40,103.22270912170409,4128.9083648681635,P1,112865.85081372262,,,,,,,
2023-04-17,PLTR,BUY,468,8.942150425910949,4184.926399326324,P1,114185.374573946,,,,,,,
2023-05-08,PLTR,SELL,468,7.335899848937988,3433.201129302978,N2,118852.47768450738,,2023-04-17,8.942150425910949,P1,21.0,-751.7252700233457,-17.96268794940709
2023-05-15,PLTR,BUY,434,9.642499999999998,4184.844999999999,P1,115593.20716143609,,,,,,,
2023-05-22,MRVL,BUY,91,45.704275569915765,4159.089076862335,P1,121552.03931406976,,,,,,,
2023-06-05,TSLA,BUY,252,217.17955123901365,54729.246912231436,P1,135131.70082657813,,,,,,,
2023-09-18,ASML,SELL,7,578.9596618652344,4052.7176330566404,N2,157559.85845612528,,2022-11-14,569.2840982055664,P1,308.0,67.72894561767589,1.6996019544839234
2023-09-25,TSM,SELL,49,82.10171997070313,4022.9842785644532,N2,145810.41151940348,,2023-01-16,84.0829447555542,P1,252.0,-97.08001445770242,-2.3562742606254847
2023-10-30,MRVL,SELL,91,46.44247089385986,4226.264851341248,N2,134791.20054638863,,2023-05-22,45.704275569915765,P1,161.0,67.1757744789129,1.6151559449068371
2023-11-13,ASML,BUY,6,659.5515719604491,3957.3094317626947,P1,145497.75530255318,,,,,,,
2023-11-13,TSM,BUY,43,95.77315490722656,4118.245661010742,P1,145497.75530255318,,,,,,,
2023-11-20,MRVL,BUY,74,55.997807559967036,4143.837759437561,P1,152318.80970685006,,,,,,,
2024-01-15,TSLA,SELL,252,216.70109939575195,54608.67704772949,N2,210549.08643410684,,2023-06-05,217.17955123901365,P1,224.0,-120.56986450194381,-0.22030243663922525
2024-07-08,TSLA,BUY,214,255.29280433654782,54632.660128021234,P1,256907.13094017984,,,,,,,
2024-07-29,AMD,SELL,47,138.59010543823243,6513.734955596924,N2,235132.61699975017,,2023-02-06,87.38134628295897,P1,539.0,2406.811680297852,58.603765372816326
2024-07-29,ARM,BUY,27,151.23499999999999,4083.345,P1,228553.08674157146,,,,,,,
2024-08-05,MRVL,SELL,74,58.38420993804932,4320.43153541565,N2,219601.09775742533,,2023-11-20,55.997807559967036,P1,259.0,176.59377597808907,4.261599662677383
2024-08-05,ASML,SELL,6,791.8344360351563,4751.006616210938,N2,219988.03211564067,,2023-11-13,659.5515719604491,P1,266.0,793.6971844482432,20.05648529977876
2024-08-26,MRVL,BUY,57,72.57785873413086,4136.937947845458,P1,249674.1343190098,,,,,,,
2024-09-02,ASML,BUY,4,906.6399530029296,3626.5598120117183,P1,235920.02118119242,,,,,,,
2024-09-09,ASML,SELL,4,736.4984271240235,2945.993708496094,N2,214457.66747620585,,2024-09-02,906.6399530029296,P1,7.0,-680.5661035156245,-18.766162390634946
