Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Distance_From_Support,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2021-07-19,ASML,BUY,5,668.8902038574219,3344.4510192871094,P1,110000.0,12.67928243112707,,,,,,
2021-08-23,GOOG,BUY,24,139.46752960205077,3347.2207104492186,P1,110000.0,13.938103679973329,,,,,,
2021-09-13,TSM,BUY,28,115.64835132598876,3238.153837127685,P1,110000.0,12.433930731762047,,,,,,
2021-09-13,MRVL,BUY,54,60.990808086395255,3293.503636665344,P1,110000.00000000001,13.699534323501423,,,,,,
2021-10-04,TSM,SELL,28,102.75383056640625,2877.107255859375,N2,112877.10725585939,,2021-09-13,115.64835132598876,P1,21.0,-361.0465812683101,-11.14976617629033
2021-10-04,NVDA,BUY,159,21.009856100082395,3340.5671199131007,P1,109638.9534187317,13.883190478800053,,,,,,
2021-11-08,TSM,BUY,50,111.24123390197752,5562.061695098876,P1,109638.9534187317,8.96476793944457,,,,,,
2021-11-08,PLTR,BUY,126,26.389999999999997,3325.1399999999994,P1,109638.9534187317,11.461536700908955,,,,,,
2021-11-15,PLTR,SELL,126,22.601699924468996,2847.8141904830936,N2,112486.7676092148,,2021-11-08,26.389999999999997,P1,7.0,-477.3258095169058,-14.35505902057976
2022-01-24,ASML,SELL,5,661.05896484375,3305.29482421875,N2,112466.92243343356,,2021-07-19,668.8902038574219,P1,189.0,-39.156195068359466,-1.1707809396086133
2022-01-24,TSLA,BUY,17,319.3528312683105,5428.998131561279,P1,109122.47141414645,6.121414309831176,,,,,,
2022-02-28,TSM,SELL,50,102.87368316650391,5143.684158325195,N2,114266.15557247165,,2021-11-08,111.24123390197752,P1,112.0,-418.37753677368073,-7.521986624893834
2022-03-14,GOOG,SELL,24,128.20915420532228,3077.0197009277344,N2,111781.11357830049,,2021-08-23,139.46752960205077,P1,203.0,-270.20100952148414,-8.072398951105361
2022-03-14,MRVL,SELL,54,61.45743438720703,3318.70145690918,N2,111752.59432476046,,2021-09-13,60.990808086395255,P1,182.0,25.19782024383585,0.7650764360275162
2022-03-14,TSLA,SELL,17,262.46550201416017,4461.913534240723,N2,112921.00422233585,,2022-01-24,319.3528312683105,P1,49.0,-967.084597320556,-17.81331608309912
2022-03-14,NVDA,SELL,159,21.840421028137207,3472.626943473816,N2,110964.63303424839,,2021-10-04,21.009856100082395,P1,161.0,132.05982356071536,3.953215691237202
2022-04-04,GOOG,BUY,23,141.74737670898435,3260.18966430664,P1,107624.06591433528,11.412974465787308,,,,,,
2022-04-18,GOOG,SELL,23,125.04262252807617,2875.980318145752,N2,110500.04623248104,,2022-04-04,141.74737670898435,P1,14.0,-384.20934616088834,-11.784877130533445
2023-02-27,ASML,BUY,5,612.0290786743163,3060.1453933715816,P1,107239.8565681744,14.637554568949543,,,,,,
2023-04-10,TSM,BUY,38,87.87030754089355,3339.071686553955,P1,107239.8565681744,11.112094653568926,,,,,,
