Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2024-02-26,BA,SELL,40,198.82170181274415,7952.868072509766,N2,167405.5249649811,2023-12-11,248.3704969024658,P1,77.0,-1981.951803588865,-19.949549446357658
2024-02-26,META,BUY,23,488.40010864257806,11233.202498779296,P1,159372.3248917389,,,,,,
2024-03-11,UNH,SELL,19,455.15352722167967,8647.917017211914,N2,172325.14401679992,2023-10-02,490.081821899414,P1,161.0,-663.6375988769523,-7.12703330687975
2024-03-11,MU,BUY,118,98.34053836822508,11604.18352745056,P1,163589.87430244446,,,,,,
2024-07-29,AMD,SELL,88,138.59010543823243,12195.929278564454,N2,183856.82433059695,2023-03-20,99.30759628295897,P1,497.0,3456.860805664064,39.556399133199314
2024-07-29,BMY,BUY,255,47.6784580039978,12158.006791019438,P1,171537.7038471985,,,,,,
2024-08-05,MU,SELL,118,91.25177261352539,10767.709168395995,N2,178033.738622036,2024-03-11,98.34053836822508,P1,147.0,-836.474359054564,-7.208386157249425
2024-08-05,UNH,BUY,20,579.9992123413085,11599.98424682617,P1,167157.2647145653,,,,,,
2024-11-18,LLY,SELL,48,733.2687213134766,35196.89862304687,N2,210608.21898489,2021-01-04,162.62896972656247,P1,1414.0,27390.708076171875,350.8844411585241
2024-11-18,TSLA,BUY,38,325.5308012390136,12370.170447082517,P1,175055.7961333275,,,,,,
2024-12-23,VRTX,SELL,31,393.29728912353517,12192.21596282959,N2,185621.79032232286,2022-06-20,267.03634628295896,P1,917.0,3914.089228057863,47.28230617220425
2024-12-23,UNH,SELL,20,483.228371887207,9664.56743774414,N2,182970.98810064318,2024-08-05,579.9992123413085,P1,140.0,-1935.4168090820312,-16.6846503227931
2024-12-23,AVGO,BUY,55,221.50141677856442,12182.577922821043,P1,173208.7987695885,,,,,,
2024-12-23,BA,BUY,68,180.01025619506834,12240.697421264647,P1,173208.7987695885,,,,,,
2025-03-10,NVDA,SELL,185,111.53259544372558,20633.530157089233,N2,185530.2009863091,2024-01-15,55.49972406387329,P1,420.0,10366.081205272676,100.96063057064109
2025-03-10,BA,SELL,68,152.63819274902343,10379.397106933593,N2,175067.6484396172,2024-12-23,180.01025619506834,P1,77.0,-1861.3003143310543,-15.205835503274406
2025-03-10,TSLA,SELL,38,260.043313293457,9881.645905151367,N2,174465.05484281544,2024-11-18,325.5308012390136,P1,112.0,-2488.5245419311505,-20.117140281749833
2025-03-10,CVS,BUY,178,65.38451705932617,11638.444036560059,P1,164483.59433256154,,,,,,
2025-03-10,GILD,BUY,100,115.93015724182128,11593.015724182127,P1,164483.59433256154,,,,,,
2025-03-10,MDLZ,BUY,175,66.65051799774169,11663.840649604796,P1,164483.59433256154,,,,,,
2025-03-31,AVGO,SELL,55,166.4314988708496,9153.732437896728,N2,170807.94651849748,2024-12-23,221.50141677856442,P1,98.0,-3028.8454849243153,-24.86210639581072
2025-03-31,XOM,BUY,98,116.29657230377197,11397.064085769653,P1,161561.75213678362,,,,,,
2025-04-07,XOM,SELL,98,100.53093795776367,9852.03191986084,N2,162122.4313203621,2025-03-31,116.29657230377197,P1,7.0,-1545.032165908813,-13.556405002915941
2025-04-07,GE,SELL,121,164.51168197631836,19905.91351913452,N2,172076.7974456978,2023-03-13,72.66519371032715,P1,756.0,11113.425080184936,126.39681197593508
2025-04-07,META,SELL,23,498.5551235961914,11466.767842712401,N2,163436.58193574907,2024-02-26,488.40010864257806,P1,406.0,233.5653439331054,2.079240928475088
2025-04-07,PM,BUY,72,148.96566902160643,10725.528169555662,P1,151853.9881552315,,,,,,
2025-04-07,T,BUY,416,25.905042304992673,10776.497598876951,P1,151853.9881552315,,,,,,
2025-04-07,CME,BUY,42,254.70163993835448,10697.468877410887,P1,151853.9881552315,,,,,,
2025-04-21,BMY,SELL,255,46.896891860961915,11958.707424545288,N2,163917.65564584732,2024-07-29,47.6784580039978,P1,266.0,-199.2993664741498,-1.639243750228558
2025-04-21,NOC,BUY,19,541.5500781249999,10289.451484374998,P1,151838.15319681168,,,,,,
2025-10-27,T,SELL,416,24.600186138153077,10233.67743347168,N2,166596.94864206313,2025-04-07,25.905042304992673,P1,203.0,-542.8201654052718,-5.037074062558513
2025-10-27,AMD,BUY,43,256.71379814147946,11038.693320083617,P1,156259.90072946547,,,,,,
2025-11-03,PM,SELL,72,141.5952424621582,10194.857457275391,N2,163531.85101854324,2025-04-07,148.96566902160643,P1,210.0,-530.6707122802709,-4.947735010258759
2025-11-03,MDLZ,SELL,175,56.36646709442139,9864.131741523743,N2,163098.1469446373,2025-03-10,66.65051799774169,P1,238.0,-1799.7089080810529,-15.429813919328812
2025-11-03,MU,BUY,47,227.03483634948728,10670.637308425901,P1,153134.37750875473,,,,,,
2025-11-03,CAT,BUY,18,585.9189099121094,10546.540378417969,P1,153134.37750875473,,,,,,
