Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2021-01-04,TSLA,BUY,46,238.7516775512695,10982.577167358397,P1,110000.0,,,,,,
2022-03-14,TSLA,SELL,46,262.46550201416017,12073.413092651368,N2,123286.20268554689,2021-01-04,238.7516775512695,P1,434.0,1090.8359252929713,9.932422132530725
2022-03-21,TSLA,BUY,36,306.3236112976074,11027.650006713866,P1,111090.83592529298,,,,,,
2022-05-16,TSLA,SELL,36,253.9646987915039,9142.72915649414,N2,118440.99503112794,2022-03-21,306.3236112976074,P1,56.0,-1884.9208502197253,-17.092679302228
2023-06-05,TSLA,BUY,51,217.17955123901365,11076.157113189696,P1,109205.91507507325,,,,,,
2024-01-15,TSLA,SELL,51,216.70109939575195,11051.75606918335,N2,120344.90399993898,2023-06-05,217.17955123901365,P1,224.0,-24.401044006346638,-0.22030243663923305
2024-07-08,TSLA,BUY,43,255.29280433654782,10977.590586471557,P1,109181.51403106691,,,,,,
2025-03-10,TSLA,SELL,43,260.043313293457,11181.862471618651,N2,120680.59649360657,2024-07-08,255.29280433654782,P1,245.0,204.2718851470945,1.8608080119041137
2025-05-12,TSLA,BUY,36,302.73390991210937,10898.420756835938,P1,109385.785916214,,,,,,
2025-08-04,TSLA,SELL,36,299.60370483398435,10785.733374023437,N2,120167.77870918273,2025-05-12,302.73390991210937,P1,84.0,-112.6873828125008,-1.0339790078467894
2025-09-01,TSLA,BUY,32,338.8780450439453,10844.09744140625,P1,109273.09853340148,,,,,,
