threshold,name,final_value,total_return_pct,cagr,max_drawdown,win_rate,total_trades,avg_trades_per_year
13,Moderate,110747.19050933838,0.6792640993985299,0.15119706208412964,0.0,100.0,1,0.2222222222222222
16,Aggressive,110745.83533996584,0.6780321272416702,0.15092355631494137,-0.12148912131570713,66.66666666666666,3,0.6666666666666666
999,No Filter,110745.83533996584,0.6780321272416702,0.15092355631494137,-0.12148912131570713,66.66666666666666,3,0.6666666666666666
