threshold,name,final_value,total_return_pct,cagr,max_drawdown,win_rate,total_trades,avg_trades_per_year
999,No Filter,416835.8926764203,278.94172061492753,34.6243003164532,-26.622433731306916,36.11111111111111,36,8.0
7,Very Conservative,262085.94562939173,138.25995057217432,21.38044674620423,-21.763035611931446,44.44444444444444,9,2.0
16,Aggressive,261269.77586540702,137.51797805946094,21.295985228029135,-25.45735629612606,28.000000000000004,25,5.555555555555555
13,Moderate,256480.58883896354,133.16417167178503,20.79620237577229,-24.08508894020284,26.31578947368421,19,4.222222222222222
10,Conservative (Current),255041.09210606103,131.8555382782373,20.644565177183427,-24.02119764450711,25.0,16,3.5555555555555554
