Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Distance_From_Support,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2021-10-04,GOOG,BUY,15,137.47832412719725,2062.174861907959,P1,110000.0,5.807814456084079,,,,,,
2022-01-24,TSLA,BUY,87,319.3528312683105,27783.696320343017,P1,110000.0,6.121414309831176,,,,,,
2022-03-14,GOOG,SELL,15,128.20915420532228,1923.1373130798343,N2,111923.13731307983,,2021-10-04,137.47832412719725,P1,161.0,-139.03754882812473,-6.742277359519592
2022-03-14,TSLA,SELL,87,262.46550201416017,22834.498675231935,N2,132695.4611264038,,2022-01-24,319.3528312683105,P1,49.0,-4949.197645111082,-17.813316083099124
2023-08-14,AMD,BUY,19,109.18354969024656,2074.487444114685,P1,104911.76480606079,6.9907935896631175,,,,,,
2023-08-28,MRVL,BUY,77,53.841501731872555,4145.795633354187,P1,104911.7648060608,2.336448598130841,,,,,,
2023-08-28,PLTR,BUY,141,14.747949728965757,2079.460911784172,P1,104911.76480606079,6.675838480253986,,,,,,
2023-09-25,NVDA,BUY,396,42.20692329406738,16713.941624450683,P1,104911.76480606079,3.129830897991449,,,,,,
2023-10-30,MRVL,SELL,77,46.44247089385986,3576.0702588272093,N2,108487.835064888,,2023-08-28,53.841501731872555,P1,63.0,-569.7253745269777,-13.742244551163202
2023-11-06,GOOG,BUY,15,131.34046722412108,1970.1070083618163,P1,104342.03943153382,6.834391299718579,,,,,,
2024-04-22,ASML,BUY,4,858.7935195922851,3435.1740783691403,P1,104342.03943153383,0.9098478115972854,,,,,,
2024-07-29,AMD,SELL,19,138.59010543823243,2633.212003326416,N2,106975.25143486026,,2023-08-14,109.18354969024656,P1,350.0,558.724559211731,26.93313766717803
2024-08-05,ASML,SELL,4,791.8344360351563,3167.337744140625,N2,108068.10173488618,,2024-04-22,858.7935195922851,P1,105.0,-267.83633422851517,-7.796878065511932
2024-08-05,TSM,BUY,14,149.06034515380858,2086.84483215332,P1,104632.92765651704,6.341118819658556,,,,,,
2025-02-24,TSLA,BUY,122,342.86698760986326,41829.772488403316,P1,104632.92765651704,3.759615792892421,,,,,,
2025-03-10,NVDA,SELL,396,111.53260299682617,44166.91078674317,N2,148799.8384432602,,2023-09-25,42.20692329406738,P1,532.0,27452.969162292484,164.2519148333734
2025-03-10,TSLA,SELL,122,260.043313293457,31725.284221801754,N2,163811.18104061126,,2025-02-24,342.86698760986326,P1,14.0,-10104.488266601562,-24.15621139082906
2025-03-17,GOOG,SELL,15,165.48858489990235,2482.328773498535,N2,124463.73732570649,,2023-11-06,131.34046722412108,P1,497.0,512.2217651367189,25.999692552875164
2025-03-17,TSM,SELL,14,170.0576971435547,2380.807760009766,N2,124874.43807735444,,2024-08-05,149.06034515380858,P1,224.0,293.96292785644573,14.086477505522957
2025-11-17,ALAB,BUY,14,146.50509628295896,2051.0713479614255,P1,122787.59324520112,5.332542027213798,,,,,,
2025-12-15,NVDA,BUY,94,177.64530433654784,16698.658607635498,P1,122787.59324520112,3.1307527580638177,,,,,,
