Date,Cash,Positions_Value,Portfolio_Value,Return_%,Position_Count
2021-07-19,109331.10979614258,668.8902038574219,110000.0,0.0,1
2021-07-26,109331.10979614258,668.8902038574219,110000.0,0.0,1
2021-08-02,109331.10979614258,668.8902038574219,110000.0,0.0,1
2021-08-09,109331.10979614258,668.8902038574219,110000.0,0.0,1
2021-08-16,109331.10979614258,668.8902038574219,110000.0,0.0,1
2021-08-23,108075.90202972412,1924.0979702758787,110000.0,0.0,2
2021-08-30,108075.90202972412,1924.0979702758787,110000.0,0.0,2
2021-09-06,108075.90202972412,1924.0979702758787,110000.0,0.0,2
2021-09-13,105699.60235473633,4300.397645263672,110000.0,0.0,4
2021-09-20,105699.60235473633,4300.397645263672,110000.0,0.0,4
2021-09-27,105699.60235473633,4300.397645263672,110000.0,0.0,4
2021-10-04,100046.00642057418,9825.048371829986,109871.05479240416,-0.11722291599621795,4
2021-10-11,100046.00642057418,9825.048371829986,109871.05479240416,-0.11722291599621795,4
2021-10-18,100046.00642057418,9825.048371829986,109871.05479240416,-0.11722291599621795,4
2021-10-25,100046.00642057418,9825.048371829986,109871.05479240416,-0.11722291599621795,4
2021-11-01,100046.00642057418,9825.048371829986,109871.05479240416,-0.11722291599621795,4
2021-11-08,96803.33421033858,13067.72058206558,109871.05479240416,-0.11722291599621795,6
2021-11-15,97865.61410678862,11827.39058206558,109693.0046888542,-0.2790866464961833,5
2021-11-22,97865.61410678862,11827.39058206558,109693.0046888542,-0.2790866464961833,5
2021-11-29,97865.61410678862,11827.39058206558,109693.0046888542,-0.2790866464961833,5
2021-12-06,97865.61410678862,11827.39058206558,109693.0046888542,-0.2790866464961833,5
2021-12-13,97865.61410678862,11827.39058206558,109693.0046888542,-0.2790866464961833,5
2021-12-20,97865.61410678862,11827.39058206558,109693.0046888542,-0.2790866464961833,5
2021-12-27,97865.61410678862,11827.39058206558,109693.0046888542,-0.2790866464961833,5
2022-01-03,97865.61410678862,11827.39058206558,109693.0046888542,-0.2790866464961833,5
2022-01-10,97865.61410678862,11827.39058206558,109693.0046888542,-0.2790866464961833,5
2022-01-17,97865.61410678862,11827.39058206558,109693.0046888542,-0.2790866464961833,5
2022-01-24,70742.97675128934,38942.196698551175,109685.17344984051,-0.2862059546904427,5
2022-01-31,70742.97675128934,38942.196698551175,109685.17344984051,-0.2862059546904427,5
2022-02-07,70742.97675128934,38942.196698551175,109685.17344984051,-0.2862059546904427,5
2022-02-14,70742.97675128934,38942.196698551175,109685.17344984051,-0.2862059546904427,5
2022-02-21,70742.97675128934,38942.196698551175,109685.17344984051,-0.2862059546904427,5
2022-02-28,72594.70304828642,36939.85448831558,109534.55753660199,-0.423129512180008,4
2022-03-07,72594.70304828642,36939.85448831558,109534.55753660199,-0.423129512180008,4
2022-03-14,104757.48668605802,0.0,104757.48668605802,-4.765921194492707,0
2022-03-21,104757.48668605802,0.0,104757.48668605802,-4.765921194492707,0
2022-03-28,104757.48668605802,0.0,104757.48668605802,-4.765921194492707,0
2022-04-04,103623.50767238614,1133.9790136718748,104757.48668605802,-4.765921194492707,1
2022-04-11,103623.50767238614,1133.9790136718748,104757.48668605802,-4.765921194492707,1
2022-04-18,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-04-25,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-05-02,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-05-09,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-05-16,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-05-23,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-05-30,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-06-06,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-06-13,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-06-20,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-06-27,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-07-04,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-07-11,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-07-18,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-07-25,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-08-01,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-08-08,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-08-15,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-08-22,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-08-29,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-09-05,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-09-12,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-09-19,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-09-26,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-10-03,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-10-10,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-10-17,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-10-24,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-10-31,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-11-07,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-11-14,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-11-21,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
2022-11-28,104623.84865261074,0.0,104623.84865261074,-4.887410315808414,0
