Date,Ticker,Action,Shares,Price,Value,State,Portfolio_Value,Entry_Date,Entry_Price,Entry_State,Hold_Days,PnL_$,PnL_%
2021-01-04,AVGO,BUY,279,39.98016017913818,11154.464689979553,P1,110000.0,,,,,,
2021-01-04,NFLX,BUY,203,54.884096889495844,11141.471668567656,P1,110000.0,,,,,,
2021-01-04,MU,BUY,149,74.45317562103271,11093.523167533875,P1,110000.0,,,,,,
2021-01-04,NVDA,BUY,844,13.213663611412047,11152.332088031768,P1,110000.0,,,,,,
2021-01-04,GOOGL,BUY,126,88.27947631835937,11123.214016113281,P1,110000.00000000001,,,,,,
2021-01-04,GOOG,BUY,126,88.24605392456054,11119.002794494629,P1,110000.0,,,,,,
2021-08-16,MU,SELL,149,68.50445457458495,10207.163731613158,N2,138133.9081145096,2021-01-04,74.45317562103271,P1,224.0,-886.3594359207164,-7.989882227088339
2021-11-22,MU,BUY,181,82.34224670410156,14903.946653442381,P1,146967.06164081575,,,,,,
2022-01-17,NFLX,SELL,203,52.04331024169922,10564.791979064941,N2,150024.39981388094,2021-01-04,54.884096889495844,P1,378.0,-576.6796895027146,-5.1759741141706135
2022-03-14,GOOG,SELL,126,128.2091390991211,16154.35152648926,N2,144242.3184408951,2021-01-04,88.24605392456054,P1,434.0,5035.348731994631,45.2859741566734
2022-03-14,NVDA,SELL,844,21.840422916412354,18433.316941452027,N2,146358.1085879135,2021-01-04,13.213663611412047,P1,434.0,7280.984853420259,65.28665749860441
2022-03-14,MU,SELL,181,70.51315635681152,12762.881300582885,N2,140501.47782642365,2021-11-22,82.34224670410156,P1,112.0,-2141.0653528594958,-14.365760980263381
2022-03-21,NVDA,BUY,489,26.802450227737424,13106.3981613636,P1,129233.39359409333,,,,,,
2022-04-04,GOOG,BUY,93,141.74736122131347,13182.504593582153,P1,130207.29231154443,,,,,,
2022-04-11,NVDA,SELL,489,22.847453269958496,11172.404649009704,N2,136915.01402224542,2022-03-21,26.802450227737424,P1,21.0,-1933.9935123538962,-14.756102237570676
2022-04-18,GOOGL,SELL,126,124.52185134887695,15689.753269958495,N2,139533.53911990166,2021-01-04,88.27947631835937,P1,469.0,4566.539253845214,41.05413459841774
2022-04-18,GOOG,SELL,93,125.04263008117675,11628.964597549439,N2,135314.26809123042,2022-04-04,141.74736122131347,P1,14.0,-1553.539996032714,-11.784862163363467
2022-06-20,AVGO,SELL,279,46.038315811157226,12844.690111312866,N2,134455.89472979546,2021-01-04,39.98016017913818,P1,532.0,1690.2254213333126,15.152904852993093
2022-10-24,NFLX,BUY,419,29.3913557434082,12314.978056488037,P1,121481.46027392389,,,,,,
2022-11-07,CEG,BUY,130,93.26457813262938,12124.39515724182,P1,120093.58341563227,,,,,,
2022-11-28,AVGO,BUY,241,50.99981613159179,12290.955687713622,P1,121329.92916224482,,,,,,
2023-01-23,NVDA,BUY,688,18.088478689193725,12444.873338165282,P1,122781.64220240596,,,,,,
2023-01-30,MU,BUY,200,63.89875381469726,12779.750762939451,P1,126019.1632123852,,,,,,
2023-03-20,GOOG,BUY,123,103.22270912170409,12696.393221969602,P1,125408.07472476008,,,,,,
2023-03-27,CEG,SELL,130,71.1913794708252,9254.879331207276,N2,137370.8081961346,2022-11-07,93.26457813262938,P1,140.0,-2869.5158260345434,-23.667290523112
2023-03-27,GOOGL,BUY,122,106.21905460357665,12958.724661636352,P1,128022.44523531917,,,,,,
2023-05-29,CEG,BUY,181,83.63205219268798,15137.401446876524,P1,149640.86082865717,,,,,,
2024-08-05,MU,SELL,200,91.25178016662598,18250.356033325195,N2,269057.4316947079,2023-01-30,63.89875381469726,P1,553.0,5470.605270385744,42.806822854872784
2024-09-30,MU,BUY,268,108.4928073120117,29076.07235961914,P1,286822.48629065516,,,,,,
2024-11-04,MU,SELL,268,98.28248565673827,26339.706156005857,N2,323454.5944064999,2024-09-30,108.4928073120117,P1,35.0,-2736.366203613281,-9.411058583736184
2025-03-10,NVDA,SELL,688,111.53259544372558,76734.4256652832,N2,362637.51301459316,2023-01-23,18.088478689193725,P1,777.0,64289.55232711791,516.5946697903153
2025-03-10,CEG,SELL,181,209.63396530151368,37943.74771957398,N2,323071.7398601437,2023-05-29,83.63205219268798,P1,651.0,22806.346272697454,150.66222794403959
2025-03-17,GOOG,SELL,123,165.48858489990235,20355.09594268799,N2,304398.32062796596,2023-03-20,103.22270912170409,P1,728.0,7658.702720718387,60.32187714118614
2025-03-17,GOOGL,SELL,122,163.3838983154297,19932.83559448242,N2,303770.4532500363,2023-03-27,106.21905460357665,P1,721.0,6974.11093284607,53.81788034660981
2025-03-31,AVGO,SELL,241,166.4314988708496,40109.99122787475,N2,318222.4118012143,2022-11-28,50.99981613159179,P1,854.0,27819.03554016113,226.33744882808261
2025-04-28,AVGO,BUY,148,194.03195709228513,28716.7296496582,P1,284733.0602005673,,,,,,
2025-05-05,CEG,BUY,117,250.0378066253662,29254.423375167844,P1,288278.3517606259,,,,,,
2025-05-19,MU,BUY,304,99.27415840148925,30179.34415405273,P1,298146.68369551667,,,,,,
2025-05-19,NVDA,BUY,220,137.40605865478514,30229.33290405273,P1,298146.68369551667,,,,,,
2025-06-09,GOOGL,BUY,177,175.79970054626463,31116.54699668884,P1,307532.1562803555,,,,,,
2025-06-09,GOOG,BUY,176,177.0567728424072,31161.99202026367,P1,307532.1562803555,,,,,,
2025-11-24,NFLX,SELL,419,103.26689758300782,43268.83008728028,N2,442783.21074790007,2022-10-24,29.3913557434082,P1,1127.0,30953.852030792244,251.3512560786455
