Ticker,Close_2020,Volatility_2020_%,Avg_Volume_2020,Return_2020_%,Momentum_6M_%,RSI_2020,Distance_from_MA_%,ROE_%,Operating_Margin_%,Debt_to_Equity,Revenue_Growth_%,Market_Cap_2020,Sector,Basic_Qualified,Composite_Score
NFLX,52.45899963378906,46.272168198148066,69400182.53968254,59.05824940308967,10.002307744301932,67.25691989776496,4.90117307843932,42.861,28.219998,0.65822,17.2,373075116032,Communication Services,True,60.957360967632425
NI,19.02988052368164,44.95457067028118,3351848.015873016,-14.29027712799342,-1.751656003794774,42.69655844947382,-4.2084636793569965,9.073,22.872999999999998,1.40579,18.3,20599812096,Utilities,True,30.08727978767873
NKE,131.84356689453125,41.64910341098177,7399666.26984127,39.85253371339513,44.44693441243215,56.08909439414096,6.302269924453567,17.950001,8.094999999999999,0.8009900000000001,0.6,95603163136,Consumer Cyclical,True,68.1617489550749
NOW,109.47599792480469,50.0578720951457,9221531.746031746,87.9480769467543,32.15035143269179,58.54410772463841,4.745121599324154,16.813,16.789,0.21255,21.8,138397827072,Technology,True,72.01620418664079
NUE,48.972862243652344,49.79501034898528,2312452.777777778,-0.16677309993290507,30.00896537288022,33.332687581516794,1.6138970155265226,9.014,10.421,0.31248000000000004,14.499999999999998,39995338752,Basic Materials,True,58.94708558415599
NVDA,13.108884811401367,58.01795232891843,481999825.3968254,119.53970594436018,36.841708100479686,57.393306168625095,-1.0392646041023037,107.35900000000001,63.168997000000005,0.09102,62.5,4552645935104,Technology,True,74.24502665209715
NWSA,17.24074363708496,49.40704718825783,2699856.3492063493,26.934216080601008,50.86064494066248,45.68341658786067,8.620992747192558,7.025000500000001,10.448,0.31439,2.3,15602414592,Communication Services,True,68.8339732127122
O,45.972572326660156,58.370189518888985,2935349.5396825396,-11.816700075989592,2.2403757654496306,53.23826258192498,1.274662836930927,2.488,44.513999999999996,0.73977,10.299999999999999,55747383296,Real Estate,True,57.463840948013726
OKE,28.48360824584961,93.79613237219081,5374699.206349206,-43.860409024369886,26.401476838070053,36.87494017268556,9.690636395291719,17.846999999999998,18.160999,1.5221799999999999,71.89999999999999,46198898688,Energy,True,72.46365548324846
ORCL,59.91045379638672,40.72857881292245,13122127.777777778,21.469877490357536,16.07821068345803,78.72089310815984,8.740804500821639,69.026,31.996999999999996,4.3251100000000005,14.2,545578647552,Technology,True,57.4431074093473
ORLY,30.1200008392334,42.13004283299562,10151047.61904762,3.263856265635185,5.597761895613484,60.76370444550877,0.13555535285510048,,20.742,,7.8,79222464512,Consumer Cyclical,True,53.095292941045514
OXY,16.876750946044922,109.78946152384805,30633211.111111112,-56.57332908765237,0.8825463286371444,42.55529325232229,23.454693991010778,5.955,17.723,0.6222099999999999,-7.7,42551238656,Energy,True,61.18232239099602
PAYX,80.01573944091797,48.41012636346852,2106462.301587302,11.924862658149364,22.262146683478385,46.12066299514152,1.909437885630327,40.884998,41.667,1.2981399999999998,18.3,39669493760,Technology,True,57.68590872351038
PCAR,47.52595901489258,36.344809017922096,2795744.0476190476,10.636110492205745,15.209960623684731,46.1544886165971,-1.6725534066470742,14.151,9.9209994,0.82453,-19.0,64032915456,Industrials,True,47.78152683686056
PEG,48.51127243041992,40.55857389204379,2763896.8253968256,1.299107341643612,16.544046015919424,54.90608376798684,-1.1996480648855672,12.579,27.029999999999998,1.38209,22.1,39637819392,Utilities,True,61.12842369773197
PEP,126.25839233398438,36.65815544641324,5060782.936507937,11.620453738216206,12.477435105538458,57.245100014092664,3.728610082055302,37.162,16.903000000000002,2.6019,2.7,200665661440,Consumer Defensive,True,59.503001077764935
PFE,28.788103103637695,35.864861509668955,33885358.1984127,2.9786193199146602,14.472860807300169,15.237981688748462,-0.8243850849921525,10.597999399999999,35.276999999999994,0.6653100000000001,-5.8999999999999995,147146113024,Healthcare,True,48.77859162635739
PG,121.56939697265625,32.55155831899359,8016309.126984127,14.393219314936243,15.328601975960288,55.811982296948074,-1.0204960373932195,31.902,27.58,0.67125,3.0,338527813632,Consumer Defensive,True,59.77873731729835
PGR,82.99910736083984,37.00921259323971,3023130.9523809524,35.74197884149539,23.229623068105102,74.08345285302079,3.8169616080930773,34.223998,15.079,0.19454999999999997,14.2,119309287424,Financial Services,True,59.97739106015967
PLD,85.90471649169922,46.27885374828066,3469792.4603174604,14.725673083526363,4.617225578341322,60.15594551333374,-0.7711364746384594,5.963,42.720002,0.6278900000000001,8.7,123288510464,Real Estate,True,55.26669183868924
PM,63.9712028503418,39.23174339382909,5419646.825396826,1.9299298961011302,19.16951905794376,36.0220607496729,6.063833672779337,,40.747002,,9.4,268675858432,Consumer Defensive,True,49.06964767924403
PNC,122.62806701660156,57.794230608584094,2646992.0634920634,-4.595257561427416,46.94368655535845,61.65266124621594,11.956087836780629,11.486,39.788000000000004,,10.8,84544323584,Financial Services,True,72.68238457040354
PPL,22.758756637573242,46.98145292868835,5508847.222222222,-17.612317294280622,8.508276430524253,35.76159886888857,-1.7215417036699292,7.6620005,26.619,1.32089,8.4,26416087040,Utilities,True,47.40894503529486
PRU,60.84428787231445,67.66798399642448,2887096.8253968256,-13.118365728361114,34.73282042956127,38.11980547049894,5.81708678570463,8.5,9.917,1.48723,-8.3,40987275264,Financial Services,True,64.81344573377949
PSX,58.07189178466797,70.09043340315138,3803421.0317460317,-33.69760053156211,6.293969279955179,55.77286180143987,17.666515687358938,5.6199998,4.3950000000000005,0.77483,-2.9000000000000004,56581435392,Energy,True,61.27230599285998
PYPL,230.97604370117188,52.486858799345704,8874096.031746032,109.03837007683074,30.64160929343258,71.4878425134676,10.836836927147468,24.358,19.198999,0.60239,7.3,54208172032,Financial Services,True,68.01712511053309
QCOM,134.63955688476562,52.91686760457037,9825393.253968254,73.40093366912748,64.80213771005823,38.464455013037785,5.176375899761812,23.34,26.235000000000003,0.7376699999999999,10.0,174139817984,Technology,True,72.8167229292797
RCL,72.47642517089844,113.88494898839883,12539242.063492063,-44.684690455117156,48.95981621092465,29.87860437435984,3.932088959574219,46.677,33.139,2.03878,5.2,75827838976,Consumer Cyclical,True,89.367693822214
RF,13.038071632385254,70.69339808826578,10868656.349206349,-2.3755570160818804,53.75892837360626,51.06387022745894,7.203238473190586,11.401,46.976003,,15.6,25470941184,Financial Services,True,76.29415146471442
RTX,63.62574768066406,57.65010605189933,10392361.035714285,-23.836531669897546,17.192924766269115,37.17646324533878,6.531317342347149,10.702,12.399000000000001,0.61315,11.899999999999999,267926470656,Industrials,True,56.23849207766637
SBUX,94.68512725830078,45.650113869853044,9658915.476190476,21.047096183065538,45.09201697300021,68.77951910382261,9.35092911242098,,10.975999999999999,,5.5,106068688896,Consumer Cyclical,True,66.28203188355886
SCHW,49.09945297241211,53.45468489623768,11511975.793650793,10.659563523645673,58.41043935540596,64.48597953013302,11.588404104088589,17.046,49.242002,0.99789,26.6,186531938304,Financial Services,True,72.96731177094655
SLB,19.65438461303711,77.74486734561317,15750776.587301588,-43.64229980782321,23.23716356037092,36.17796837520204,11.896228001611247,15.182,15.479000000000001,0.47459,-2.5,69624307712,Energy,True,66.38714463695715
SO,50.165138244628906,46.11889642234483,4775233.333333333,0.996766380681106,17.347226965263037,48.73011181571038,0.19493489696867544,11.429,36.558997999999995,1.92679,7.5,97745076224,Utilities,True,53.086904480888066
SRE,53.6436882019043,47.09931939906456,3399715.0793650793,-12.506292605160002,5.849972348910904,43.63155004919842,-2.3009421952214093,6.77,14.503,0.8128700000000001,13.5,59766046720,Utilities,True,46.11279560619353
STT,61.32567596435547,58.80393601407522,2593341.6666666665,-7.845220472238731,15.720399918170155,48.206661480773626,5.304178696390337,11.1499995,32.749,,9.4,38639304704,Financial Services,True,55.82530204302614
STX,51.48563766479492,43.1115247691689,3004315.873015873,5.600285113276585,31.10930059825933,37.0523025389726,6.242080167200223,,26.892,,21.3,69788778496,Technology,True,56.125877234496954
T,15.195931434631348,35.75811805532175,52669548.02380952,-19.953118530513443,-0.7223044408857086,16.01830541900138,-0.6091207185782468,19.139999,21.58,1.2441200000000001,1.6,169607135232,Communication Services,True,30.51227305549009
TAP,39.37527847290039,46.29287978964094,2393065.476190476,-14.530418356579966,28.0135812059267,26.490137828043657,5.913739630096936,-17.294999999999998,16.489,0.61017,-2.3,10014354432,Consumer Defensive,True,52.46879694406282
TFC,37.469268798828125,66.55842489287241,6349668.253968254,-12.740033127776474,32.73962518113047,47.17601461648029,2.9778196606209777,7.982,39.318,,2.5,64826351616,Financial Services,True,65.0061715605695
TGT,151.34185791015625,37.57287094333446,4857036.111111111,40.71194996909707,47.29838945618491,49.297656176103594,3.8419411732556643,25.094998,4.626,1.3206200000000001,-1.6,50511007744,Consumer Defensive,True,65.6695985922261
TJX,63.4209098815918,51.65439325448595,8157745.238095238,11.106046211487755,31.980670092760473,60.42212025923602,10.935701284628879,58.396,12.489,1.40977,7.5,173807648768,Consumer Cyclical,True,72.46323011125607
TMUS,128.7626190185547,40.887533181799924,5396205.158730159,69.5890404627019,25.724041813819344,59.963312136062726,6.335811451993396,19.034000000000002,22.23,2.0062200000000003,8.9,214572384256,Communication Services,True,67.31053019781365
TSLA,231.5933380126953,89.63807916108536,226229315.47619048,707.3955441692112,187.41748278074414,66.85330343317557,31.579947303004847,6.7909999999999995,6.628,0.17082,11.600000000000001,1458604474368,Consumer Cyclical,True,78.5986621651039
TSN,54.657142639160156,49.681310380061205,3057496.8253968256,-27.450850728436286,10.268449940132903,26.49781425185691,1.3314532019071035,2.76,-0.49799997,0.5318999999999999,2.1999999999999997,21335226368,Consumer Defensive,True,46.04499187648359
TXN,141.1512451171875,43.258034378313745,5169659.523809524,29.26409084173104,31.147691589226266,49.76954416754923,3.7517141823141413,29.757,36.736000000000004,0.84477,14.2,171936006144,Technology,True,60.68609542054098
UNH,317.990234375,48.20021401817187,4037694.0476190476,19.886376122463794,16.562002271749474,50.80915147640813,2.246645016750823,17.476,3.8129999999999997,0.7573399999999999,12.2,307160809472,Healthcare,True,63.277061060962865
UNP,184.17088317871094,42.02487128578993,3455430.1587301586,15.424584611238657,23.010532791195782,50.184072671475995,3.9717533805528795,41.619,41.030997,1.89829,2.5,136735449088,Industrials,True,66.27223035561907
UPS,135.2261199951172,41.34018430554426,4489636.111111111,47.06701653151223,47.174834176322086,45.43769374520985,-0.7254416318818001,33.617999999999995,10.174999999999999,1.8432,-3.6999999999999997,92134678528,Industrials,True,68.16266869371344
USB,37.24911117553711,58.67492391547206,8184421.031746032,-18.50667711333984,31.296394154165135,56.17356803040076,7.654076698744987,11.72,39.486,,7.199999999999999,83979763712,Financial Services,True,72.92897869633217
V,210.583740234375,42.82642410547443,9746618.253968254,14.95609478252634,11.93317108849546,65.87126574856636,6.593948805221304,52.068000000000005,65.75,0.6880700000000001,11.5,632620253184,Financial Services,True,60.95798429378057
VLO,47.271209716796875,80.37973350343822,4998653.571428572,-36.52335978290669,4.296205821966981,42.4855664337607,12.346655524255967,5.2389998,5.527,0.39561,-3.2,57352523776,Energy,True,53.15442829194619
VTR,40.79649353027344,84.61102250036437,3557102.380952381,-8.829630756183688,32.426620131130704,46.63993566229119,4.397702337550577,2.1559998,15.584000000000001,1.0011,21.8,36129501184,Real Estate,True,69.90439636566737
WELL,55.830223083496094,75.17216854655518,3410309.126984127,-16.56563141304213,23.90262733821842,44.991804041430754,3.325388592817538,2.75,19.906001,0.46210999999999997,30.599999999999998,129139490816,Real Estate,True,62.999520862144664
WFC,26.51421356201172,61.46157077221872,41060119.047619045,-42.425987959272256,18.42770262890702,55.46875417993099,13.389196502841525,11.5200005,33.717000000000006,,7.5,279205871616,Financial Services,True,67.92309113067475
WM,108.08051300048828,34.84972322741578,2098631.746031746,4.330852360174791,12.451352385427862,51.23503103014007,0.14126433105309508,29.328,18.872999,2.45399,14.899999999999999,88578375680,Industrials,True,58.98359869639035
WMB,15.586699485778809,64.3005094309101,11631308.333333334,-7.805437547158231,8.47165031910319,24.754939412524408,-1.4795351665126266,16.902,39.554,1.8833799999999998,8.3,73645604864,Energy,True,55.23996780020642
WMT,44.902645111083984,31.622472652328664,27220890.476190478,23.24433276693024,21.887402611926387,30.12291456059519,-1.283341659101767,23.660999999999998,3.73,0.66747,5.800000000000001,950363815936,Consumer Defensive,True,51.29799364861522
WY,27.507919311523438,69.52078120409611,5055525.793650794,16.57048154635929,52.19955328145009,68.51161013734105,11.88946387828219,3.4189999999999996,2.854,0.58233,2.1,19343708160,Real Estate,True,72.96581873714692
WYNN,110.22351837158203,86.2616334562247,4768915.079365079,-20.36797962262254,46.663230668245184,54.22641863754991,17.022067290979113,,16.931999,,8.3,12203725824,Consumer Cyclical,True,77.65325736774292
XEL,56.01762008666992,39.108003143424185,3079291.26984127,8.00850523740392,3.743896745854252,53.71871666215782,-4.4391674030053,9.449000999999999,26.615998,1.67891,7.3999999999999995,44578439168,Utilities,True,52.822189253085895
XOM,34.00010299682617,53.01311750599498,28835327.38095238,-36.639930993585175,-1.442525446249277,43.006994528622734,9.197997986573919,11.424,11.057,0.15672,-5.1,550385221632,Energy,True,33.843672901678595
YUM,99.76653289794922,44.28227748199376,2157134.126984127,9.246559091527313,27.70386833392856,62.54281953699879,5.875762627833686,,34.410998,,8.4,44699332608,Consumer Cyclical,True,64.75097186192254
ZTS,157.05075073242188,39.171849376784856,2027111.507936508,23.163174532972143,19.647032073029195,64.65019943866685,1.1882537706589333,49.868,39.333,1.3505,0.5,55515377664,Healthcare,True,63.79163386201436
